grad(p):0,grad(p):1,grad(p):2
3.92E-06,-4.08E-05,6.75E-21
7.34E-07,-4.25E-05,1.30E-20
-2.43E-06,-4.40E-05,1.26E-20
-5.52E-06,-4.54E-05,-1.23E-20
-8.49E-06,-4.65E-05,0
-1.13E-05,-4.74E-05,0
-1.39E-05,-4.79E-05,1.14E-20
-1.63E-05,-4.81E-05,1.13E-20
-1.84E-05,-4.81E-05,0
-2.02E-05,-4.77E-05,0
-2.17E-05,-4.70E-05,0
-2.30E-05,-4.60E-05,0
-2.40E-05,-4.47E-05,1.09E-20
-2.48E-05,-4.32E-05,-1.11E-20
-2.53E-05,-4.16E-05,0
-2.57E-05,-3.97E-05,0
-2.59E-05,-3.78E-05,0
-2.59E-05,-3.57E-05,-1.17E-20
-2.59E-05,-3.36E-05,0
-2.58E-05,-3.15E-05,0
-2.56E-05,-2.93E-05,-1.28E-20
-2.53E-05,-2.72E-05,0
-2.51E-05,-2.51E-05,0
-2.48E-05,-2.30E-05,7.25E-21
-2.44E-05,-2.11E-05,0
-2.41E-05,-1.92E-05,7.97E-21
-2.37E-05,-1.74E-05,0
-2.34E-05,-1.57E-05,-4.43E-21
-2.30E-05,-1.41E-05,0
-2.27E-05,-1.26E-05,0
-2.24E-05,-1.13E-05,-5.28E-21
-2.21E-05,-9.97E-06,0
-2.18E-05,-8.76E-06,3.00E-21
-2.16E-05,-7.59E-06,0
-2.14E-05,-6.43E-06,3.41E-21
-2.12E-05,-5.30E-06,3.67E-21
-2.10E-05,-4.19E-06,3.94E-21
-2.08E-05,-3.07E-06,0
-2.07E-05,-1.97E-06,2.27E-21
-2.06E-05,-9.03E-07,-4.89E-21
-2.04E-05,1.22E-07,-2.64E-21
-2.03E-05,1.11E-06,0
-2.02E-05,2.00E-06,0
-2.01E-05,2.73E-06,0
-2.01E-05,3.34E-06,-1.79E-21
-2.00E-05,3.77E-06,1.94E-21
-1.99E-05,4.00E-06,1.05E-21
-1.99E-05,3.65E-06,0
-1.98E-05,9.49E-07,1.23E-21
5.58E-05,8.48E-06,1.01E-20
5.55E-05,1.84E-05,-1.20E-20
5.47E-05,2.52E-05,4.92E-21
5.37E-05,2.51E-05,-1.14E-20
5.28E-05,2.15E-05,6.30E-21
5.19E-05,1.78E-05,-9.75E-21
5.10E-05,1.43E-05,7.23E-21
5.01E-05,1.09E-05,-3.34E-21
4.92E-05,7.57E-06,0
4.83E-05,4.36E-06,-2.88E-21
4.73E-05,1.27E-06,5.37E-21
4.63E-05,-1.72E-06,0
4.53E-05,-4.59E-06,4.68E-21
4.42E-05,-7.34E-06,0
4.30E-05,-9.99E-06,4.04E-21
4.17E-05,-1.25E-05,-3.81E-21
4.03E-05,-1.50E-05,1.06E-20
3.88E-05,-1.74E-05,-9.96E-21
3.71E-05,-1.97E-05,-6.26E-21
3.53E-05,-2.19E-05,2.95E-21
3.33E-05,-2.41E-05,8.27E-21
3.12E-05,-2.63E-05,0
2.88E-05,-2.84E-05,-9.87E-21
2.63E-05,-3.05E-05,-3.96E-23
2.36E-05,-3.26E-05,0
2.07E-05,-3.46E-05,2.10E-21
1.77E-05,-3.66E-05,-2.01E-21
1.45E-05,-3.86E-05,0
1.12E-05,-4.06E-05,-7.31E-21
7.80E-06,-4.24E-05,7.03E-21
4.36E-06,-4.41E-05,0
9.03E-07,-4.57E-05,-2.61E-20
-2.53E-06,-4.72E-05,-1.26E-20
-5.87E-06,-4.83E-05,-1.52E-21
-9.10E-06,-4.93E-05,1.50E-21
-1.21E-05,-4.99E-05,-1.02E-20
-1.50E-05,-5.02E-05,-1.29E-20
-1.75E-05,-5.02E-05,0
-1.98E-05,-4.98E-05,-6.89E-22
-2.18E-05,-4.91E-05,6.89E-22
-2.35E-05,-4.82E-05,0
-2.49E-05,-4.70E-05,1.09E-20
-2.61E-05,-4.55E-05,-1.16E-20
-2.69E-05,-4.38E-05,-1.03E-20
-2.76E-05,-4.20E-05,6.90E-22
-2.80E-05,-4.00E-05,-5.28E-24
-2.82E-05,-3.79E-05,-1.21E-20
-2.84E-05,-3.57E-05,1.25E-20
-2.84E-05,-3.35E-05,-1.27E-20
-2.83E-05,-3.13E-05,-6.17E-21
-2.81E-05,-2.91E-05,6.41E-21
-2.79E-05,-2.69E-05,0
-2.76E-05,-2.48E-05,0
-2.73E-05,-2.27E-05,4.49E-22
-2.70E-05,-2.07E-05,-7.99E-21
-2.66E-05,-1.88E-05,4.94E-22
-2.63E-05,-1.70E-05,-5.21E-22
-2.60E-05,-1.53E-05,-2.75E-22
-2.56E-05,-1.37E-05,2.91E-22
-2.53E-05,-1.22E-05,0
-2.50E-05,-1.08E-05,-5.23E-21
-2.48E-05,-9.56E-06,-5.57E-21
-2.45E-05,-8.37E-06,-3.72E-22
-2.43E-05,-7.21E-06,-2.78E-21
-2.40E-05,-6.07E-06,-6.81E-21
-2.38E-05,-4.98E-06,-3.87E-21
-2.36E-05,-3.90E-06,-3.66E-21
-2.35E-05,-2.78E-06,2.63E-22
-2.33E-05,-1.70E-06,-1.50E-27
-2.31E-05,-6.47E-07,4.56E-21
-2.29E-05,3.58E-07,-2.62E-21
-2.28E-05,1.33E-06,-1.77E-22
-2.26E-05,2.22E-06,1.91E-22
-2.25E-05,2.94E-06,0
-2.24E-05,3.51E-06,1.90E-21
-2.22E-05,3.93E-06,-3.99E-21
-2.21E-05,4.19E-06,2.09E-21
-2.21E-05,3.77E-06,-3.54E-23
-2.20E-05,8.72E-07,1.26E-21
6.42E-05,7.56E-06,-9.19E-20
6.33E-05,1.24E-05,8.62E-20
6.16E-05,1.46E-05,-7.96E-20
5.96E-05,1.40E-05,7.36E-20
5.79E-05,1.18E-05,2.12E-21
5.64E-05,9.42E-06,-6.51E-20
5.50E-05,6.98E-06,1.19E-19
5.37E-05,4.44E-06,-5.42E-20
5.24E-05,1.84E-06,0
5.12E-05,-7.41E-07,-5.25E-20
5.01E-05,-3.31E-06,4.07E-20
4.90E-05,-5.90E-06,-4.04E-20
4.78E-05,-8.48E-06,3.29E-20
4.67E-05,-1.10E-05,0
4.54E-05,-1.35E-05,4.10E-21
4.41E-05,-1.60E-05,-2.59E-23
4.27E-05,-1.84E-05,7.17E-21
4.11E-05,-2.08E-05,0
3.94E-05,-2.31E-05,6.27E-21
3.75E-05,-2.54E-05,3.32E-23
3.54E-05,-2.77E-05,-1.66E-20
3.32E-05,-3.00E-05,2.10E-20
3.07E-05,-3.22E-05,9.88E-21
2.80E-05,-3.43E-05,9.35E-21
2.51E-05,-3.65E-05,0
2.20E-05,-3.86E-05,8.45E-21
1.87E-05,-4.07E-05,1.60E-20
1.52E-05,-4.27E-05,-9.40E-23
1.16E-05,-4.46E-05,-1.47E-20
7.95E-06,-4.64E-05,-1.41E-20
4.19E-06,-4.81E-05,0
4.28E-07,-4.96E-05,-1.30E-20
-3.29E-06,-5.09E-05,3.79E-20
-6.92E-06,-5.19E-05,0
-1.04E-05,-5.27E-05,-1.19E-20
-1.37E-05,-5.30E-05,2.33E-20
-1.67E-05,-5.31E-05,2.91E-23
-1.95E-05,-5.28E-05,2.24E-20
-2.19E-05,-5.22E-05,1.10E-20
-2.40E-05,-5.13E-05,-5.44E-21
-2.58E-05,-5.01E-05,1.09E-20
-2.73E-05,-4.86E-05,-5.51E-21
-2.85E-05,-4.68E-05,0
-2.94E-05,-4.49E-05,1.10E-20
-3.01E-05,-4.29E-05,0
-3.05E-05,-4.07E-05,5.58E-21
-3.08E-05,-3.85E-05,1.14E-20
-3.09E-05,-3.62E-05,-5.85E-21
-3.09E-05,-3.39E-05,2.99E-20
-3.08E-05,-3.15E-05,1.83E-25
-3.06E-05,-2.92E-05,9.52E-21
-3.04E-05,-2.70E-05,-3.31E-21
-3.01E-05,-2.48E-05,0
-2.98E-05,-2.26E-05,0
-2.94E-05,-2.06E-05,3.78E-21
-2.91E-05,-1.86E-05,9.33E-24
-2.87E-05,-1.68E-05,4.15E-21
-2.84E-05,-1.50E-05,8.74E-21
-2.80E-05,-1.34E-05,-4.64E-21
-2.77E-05,-1.20E-05,0
-2.74E-05,-1.06E-05,7.85E-21
-2.72E-05,-9.32E-06,1.42E-23
-2.69E-05,-8.10E-06,2.97E-21
-2.66E-05,-6.92E-06,3.18E-21
-2.64E-05,-5.78E-06,9.00E-24
-2.62E-05,-4.65E-06,5.47E-21
-2.60E-05,-3.50E-06,3.91E-21
-2.58E-05,-2.34E-06,-2.10E-21
-2.56E-05,-1.24E-06,0
-2.54E-05,-1.27E-07,-2.43E-21
-2.52E-05,9.67E-07,1.31E-21
-2.50E-05,1.96E-06,5.64E-21
-2.49E-05,2.86E-06,-3.04E-21
-2.47E-05,3.61E-06,0
-2.46E-05,4.17E-06,8.90E-22
-2.45E-05,4.57E-06,9.68E-22
-2.44E-05,4.80E-06,-2.09E-21
-2.43E-05,4.30E-06,2.82E-22
-2.42E-05,9.98E-07,-1.53E-21
5.78E-05,6.25E-06,1.50E-21
5.75E-05,6.87E-06,-1.38E-21
5.71E-05,4.48E-06,-2.54E-21
5.58E-05,3.12E-06,0
5.44E-05,2.28E-06,0
5.30E-05,1.14E-06,4.03E-21
5.17E-05,-3.09E-07,-1.86E-21
5.05E-05,-2.00E-06,0
4.92E-05,-3.86E-06,0
4.80E-05,-5.88E-06,2.97E-21
4.68E-05,-8.07E-06,-1.94E-23
4.56E-05,-1.04E-05,5.17E-21
4.43E-05,-1.27E-05,-4.81E-21
4.30E-05,-1.52E-05,-4.48E-21
4.16E-05,-1.77E-05,-7.08E-20
4.00E-05,-2.02E-05,6.63E-20
3.84E-05,-2.27E-05,-1.46E-20
3.65E-05,-2.51E-05,0
3.45E-05,-2.76E-05,0
3.22E-05,-3.00E-05,2.48E-23
2.98E-05,-3.24E-05,3.95E-20
2.71E-05,-3.48E-05,-8.53E-20
2.42E-05,-3.71E-05,1.67E-22
2.11E-05,-3.94E-05,3.81E-20
1.77E-05,-4.16E-05,-3.60E-20
1.42E-05,-4.38E-05,2.58E-20
1.04E-05,-4.59E-05,0
6.54E-06,-4.79E-05,0
2.52E-06,-4.98E-05,0
-1.57E-06,-5.15E-05,-1.41E-20
-5.67E-06,-5.31E-05,2.75E-20
-9.72E-06,-5.44E-05,4.01E-23
-1.37E-05,-5.54E-05,1.26E-20
-1.74E-05,-5.62E-05,-3.71E-20
-2.09E-05,-5.66E-05,0
-2.41E-05,-5.66E-05,2.33E-20
-2.70E-05,-5.63E-05,-3.45E-20
-2.95E-05,-5.57E-05,1.11E-20
-3.16E-05,-5.47E-05,-1.12E-20
-3.33E-05,-5.34E-05,-1.10E-20
-3.46E-05,-5.18E-05,0
-3.55E-05,-5.00E-05,-8.64E-23
-3.62E-05,-4.80E-05,-2.18E-20
-3.65E-05,-4.58E-05,1.10E-20
-3.66E-05,-4.35E-05,0
-3.66E-05,-4.11E-05,1.12E-20
-3.63E-05,-3.87E-05,-8.76E-23
-3.59E-05,-3.62E-05,-1.16E-20
-3.55E-05,-3.38E-05,-1.19E-20
-3.50E-05,-3.13E-05,1.23E-20
-3.44E-05,-2.89E-05,-1.27E-20
-3.38E-05,-2.66E-05,0
-3.32E-05,-2.43E-05,-6.84E-21
-3.26E-05,-2.22E-05,-7.16E-21
-3.20E-05,-2.01E-05,1.50E-20
-3.15E-05,-1.81E-05,0
-3.09E-05,-1.62E-05,-1.91E-23
-3.04E-05,-1.45E-05,1.31E-20
-2.99E-05,-1.29E-05,-4.64E-21
-2.94E-05,-1.14E-05,-9.81E-21
-2.90E-05,-1.00E-05,1.33E-23
-2.86E-05,-8.77E-06,-1.11E-20
-2.82E-05,-7.55E-06,5.93E-21
-2.79E-05,-6.39E-06,0
-2.77E-05,-5.25E-06,3.40E-21
-2.74E-05,-4.11E-06,-3.62E-21
-2.72E-05,-2.97E-06,-3.90E-21
-2.70E-05,-1.83E-06,4.19E-21
-2.68E-05,-7.22E-07,2.25E-21
-2.67E-05,3.55E-07,0
-2.65E-05,1.38E-06,-2.61E-21
-2.64E-05,2.35E-06,-5.64E-21
-2.63E-05,3.25E-06,1.53E-21
-2.62E-05,3.93E-06,-3.28E-21
-2.61E-05,4.44E-06,3.56E-21
-2.61E-05,4.78E-06,-3.85E-21
-2.60E-05,4.95E-06,1.04E-21
-2.60E-05,4.41E-06,1.13E-21
-2.59E-05,9.50E-07,-1.22E-21
5.59E-05,6.41E-06,-1.54E-21
5.63E-05,5.15E-06,1.42E-21
5.76E-05,-6.52E-07,0
5.75E-05,-3.70E-06,0
5.65E-05,-4.87E-06,2.86E-19
5.53E-05,-5.93E-06,-2.69E-19
5.41E-05,-7.27E-06,0
5.29E-05,-8.84E-06,3.59E-21
5.15E-05,-1.05E-05,0
5.01E-05,-1.24E-05,-1.97E-19
4.87E-05,-1.44E-05,1.86E-19
4.72E-05,-1.65E-05,-1.06E-20
4.55E-05,-1.88E-05,9.90E-21
4.38E-05,-2.11E-05,1.52E-19
4.20E-05,-2.35E-05,-4.54E-21
4.01E-05,-2.60E-05,-2.57E-19
3.79E-05,-2.84E-05,2.48E-19
3.56E-05,-3.09E-05,-2.25E-19
3.31E-05,-3.34E-05,6.91E-21
3.04E-05,-3.59E-05,9.29E-20
2.75E-05,-3.83E-05,-9.27E-20
2.43E-05,-4.07E-05,5.84E-21
2.09E-05,-4.31E-05,8.27E-20
1.72E-05,-4.54E-05,-9.75E-21
1.33E-05,-4.76E-05,0
9.23E-06,-4.98E-05,-8.75E-21
4.93E-06,-5.18E-05,0
4.77E-07,-5.38E-05,0
-4.06E-06,-5.55E-05,0
-8.65E-06,-5.70E-05,-3.61E-20
-1.32E-05,-5.83E-05,4.18E-20
-1.76E-05,-5.94E-05,-1.32E-20
-2.18E-05,-6.00E-05,2.60E-20
-2.58E-05,-6.04E-05,1.25E-20
-2.94E-05,-6.04E-05,2.42E-20
-3.26E-05,-6.00E-05,-2.38E-20
-3.54E-05,-5.92E-05,0
-3.77E-05,-5.81E-05,-2.27E-20
-3.95E-05,-5.66E-05,0
-4.09E-05,-5.49E-05,2.20E-20
-4.18E-05,-5.29E-05,-2.21E-20
-4.24E-05,-5.07E-05,-1.09E-20
-4.26E-05,-4.84E-05,1.09E-20
-4.26E-05,-4.59E-05,-2.19E-20
-4.22E-05,-4.34E-05,1.13E-20
-4.18E-05,-4.08E-05,1.12E-20
-4.11E-05,-3.83E-05,-2.29E-20
-4.04E-05,-3.57E-05,2.34E-20
-3.96E-05,-3.31E-05,1.19E-20
-3.88E-05,-3.06E-05,-1.86E-20
-3.79E-05,-2.82E-05,6.41E-21
-3.71E-05,-2.58E-05,0
-3.63E-05,-2.35E-05,6.92E-21
-3.55E-05,-2.13E-05,0
-3.47E-05,-1.92E-05,-7.55E-21
-3.39E-05,-1.72E-05,0
-3.33E-05,-1.54E-05,-3.34E-23
-3.26E-05,-1.36E-05,-1.27E-23
-3.20E-05,-1.21E-05,-1.86E-20
-3.15E-05,-1.06E-05,2.46E-20
-3.10E-05,-9.28E-06,-5.56E-24
-3.06E-05,-8.04E-06,0
-3.02E-05,-6.89E-06,0
-2.98E-05,-5.79E-06,-3.16E-21
-2.95E-05,-4.68E-06,-3.39E-21
-2.93E-05,-3.60E-06,3.65E-21
-2.90E-05,-2.52E-06,1.17E-20
-2.89E-05,-1.45E-06,-1.68E-20
-2.87E-05,-3.70E-07,4.51E-21
-2.86E-05,6.93E-07,0
-2.84E-05,1.67E-06,7.86E-21
-2.83E-05,2.59E-06,-1.13E-20
-2.82E-05,3.45E-06,4.57E-21
-2.82E-05,4.12E-06,-1.64E-21
-2.81E-05,4.59E-06,3.56E-21
-2.80E-05,4.91E-06,0
-2.80E-05,5.05E-06,2.08E-21
-2.79E-05,4.48E-06,-1.69E-21
-2.79E-05,8.94E-07,3.06E-21
5.34E-05,6.18E-06,-4.14E-19
5.46E-05,3.16E-06,3.82E-19
5.79E-05,-5.59E-06,-3.53E-19
5.88E-05,-1.03E-05,3.23E-19
5.81E-05,-1.19E-05,4.71E-21
5.70E-05,-1.32E-05,0
5.58E-05,-1.46E-05,0
5.45E-05,-1.62E-05,2.56E-23
5.31E-05,-1.78E-05,0
5.15E-05,-1.96E-05,3.22E-21
4.98E-05,-2.15E-05,0
4.80E-05,-2.35E-05,-1.77E-19
4.61E-05,-2.57E-05,3.30E-19
4.41E-05,-2.79E-05,-1.58E-19
4.19E-05,-3.02E-05,4.46E-21
3.96E-05,-3.27E-05,0
3.71E-05,-3.51E-05,0
3.45E-05,-3.76E-05,-7.29E-21
3.16E-05,-4.01E-05,-1.16E-19
2.84E-05,-4.26E-05,1.03E-19
2.51E-05,-4.50E-05,-6.01E-21
2.15E-05,-4.75E-05,-1.01E-19
1.76E-05,-4.98E-05,7.48E-20
1.35E-05,-5.21E-05,-8.02E-20
9.11E-06,-5.43E-05,7.63E-20
4.52E-06,-5.64E-05,9.01E-21
-2.71E-07,-5.84E-05,-8.53E-21
-5.19E-06,-6.01E-05,7.29E-20
-1.02E-05,-6.17E-05,-5.47E-22
-1.52E-05,-6.29E-05,-5.96E-20
-2.01E-05,-6.39E-05,-7.09E-20
-2.48E-05,-6.45E-05,5.63E-22
-2.92E-05,-6.47E-05,-1.26E-20
-3.32E-05,-6.45E-05,3.86E-20
-3.69E-05,-6.40E-05,2.46E-20
-4.00E-05,-6.30E-05,-2.42E-20
-4.26E-05,-6.17E-05,2.34E-20
-4.47E-05,-6.01E-05,-1.39E-22
-4.62E-05,-5.81E-05,-4.53E-20
-4.73E-05,-5.59E-05,2.25E-20
-4.79E-05,-5.35E-05,0
-4.81E-05,-5.10E-05,3.32E-20
-4.79E-05,-4.83E-05,-4.44E-20
-4.75E-05,-4.56E-05,0
-4.69E-05,-4.29E-05,2.24E-20
-4.61E-05,-4.01E-05,-1.11E-22
-4.52E-05,-3.74E-05,1.15E-20
-4.42E-05,-3.48E-05,-1.19E-20
-4.31E-05,-3.21E-05,-2.43E-20
-4.21E-05,-2.96E-05,5.44E-23
-4.10E-05,-2.71E-05,0
-4.00E-05,-2.47E-05,-1.33E-20
-3.91E-05,-2.24E-05,1.39E-20
-3.81E-05,-2.02E-05,0
-3.73E-05,-1.81E-05,2.27E-20
-3.65E-05,-1.62E-05,-8.00E-21
-3.57E-05,-1.44E-05,0
-3.50E-05,-1.27E-05,4.40E-21
-3.44E-05,-1.12E-05,9.34E-21
-3.38E-05,-9.75E-06,-1.98E-20
-3.33E-05,-8.49E-06,-5.27E-21
-3.28E-05,-7.33E-06,5.56E-24
-3.24E-05,-6.24E-06,1.19E-20
-3.21E-05,-5.18E-06,-9.55E-21
-3.18E-05,-4.12E-06,6.82E-21
-3.15E-05,-3.09E-06,1.10E-20
-3.13E-05,-2.06E-06,-2.41E-23
-3.11E-05,-1.02E-06,4.19E-21
-3.09E-05,3.88E-09,-6.78E-21
-3.07E-05,1.04E-06,4.87E-21
-3.06E-05,2.00E-06,5.25E-21
-3.05E-05,2.90E-06,2.84E-21
-3.04E-05,3.70E-06,1.53E-21
-3.03E-05,4.33E-06,-1.65E-21
-3.02E-05,4.78E-06,0
-3.02E-05,5.05E-06,0
-3.01E-05,5.16E-06,-4.18E-21
-3.01E-05,4.55E-06,1.13E-21
-3.00E-05,8.43E-07,-1.23E-21
5.12E-05,5.55E-06,4.35E-19
5.35E-05,7.15E-07,0
5.88E-05,-1.05E-05,3.70E-19
6.09E-05,-1.68E-05,-3.40E-19
6.05E-05,-1.92E-05,3.14E-19
5.96E-05,-2.09E-05,-2.93E-19
5.85E-05,-2.27E-05,0
5.71E-05,-2.44E-05,2.46E-19
5.54E-05,-2.62E-05,-2.29E-19
5.36E-05,-2.80E-05,-2.18E-19
5.16E-05,-3.00E-05,1.97E-19
4.94E-05,-3.19E-05,-1.85E-19
4.70E-05,-3.40E-05,1.73E-19
4.45E-05,-3.62E-05,5.00E-21
4.19E-05,-3.84E-05,0
3.90E-05,-4.08E-05,0
3.60E-05,-4.31E-05,4.06E-21
3.27E-05,-4.55E-05,-1.14E-19
2.93E-05,-4.80E-05,4.62E-22
2.57E-05,-5.04E-05,1.07E-19
2.18E-05,-5.28E-05,2.50E-24
1.76E-05,-5.52E-05,5.86E-21
1.32E-05,-5.75E-05,1.10E-20
8.53E-06,-5.97E-05,1.04E-20
3.60E-06,-6.18E-05,0
-1.53E-06,-6.38E-05,7.41E-20
-6.85E-06,-6.56E-05,8.24E-21
-1.23E-05,-6.71E-05,-7.57E-20
-1.78E-05,-6.83E-05,-7.95E-21
-2.32E-05,-6.92E-05,6.06E-20
-2.84E-05,-6.96E-05,-6.21E-22
-3.33E-05,-6.97E-05,-4.24E-20
-3.79E-05,-6.93E-05,6.71E-20
-4.20E-05,-6.86E-05,-9.10E-20
-4.55E-05,-6.74E-05,5.88E-22
-4.84E-05,-6.58E-05,4.93E-20
-5.07E-05,-6.38E-05,1.19E-20
-5.24E-05,-6.16E-05,1.18E-20
-5.36E-05,-5.91E-05,0
-5.42E-05,-5.64E-05,1.13E-20
-5.43E-05,-5.36E-05,-2.27E-20
-5.41E-05,-5.07E-05,0
-5.35E-05,-4.78E-05,1.13E-20
-5.27E-05,-4.48E-05,0
-5.16E-05,-4.19E-05,-1.14E-20
-5.05E-05,-3.91E-05,1.14E-20
-4.92E-05,-3.62E-05,-3.50E-20
-4.79E-05,-3.35E-05,2.39E-20
-4.67E-05,-3.09E-05,-2.44E-20
-4.54E-05,-2.83E-05,5.67E-20
-4.42E-05,-2.58E-05,-1.31E-20
-4.30E-05,-2.34E-05,-4.64E-23
-4.19E-05,-2.11E-05,-1.40E-20
-4.08E-05,-1.90E-05,-1.46E-20
-3.98E-05,-1.69E-05,7.63E-21
-3.89E-05,-1.50E-05,-2.41E-20
-3.81E-05,-1.32E-05,8.48E-21
-3.73E-05,-1.16E-05,1.78E-20
-3.66E-05,-1.02E-05,-9.42E-21
-3.60E-05,-8.83E-06,-9.97E-21
-3.54E-05,-7.65E-06,-1.06E-20
-3.50E-05,-6.54E-06,1.69E-20
-3.45E-05,-5.50E-06,-1.20E-20
-3.42E-05,-4.49E-06,0
-3.38E-05,-3.51E-06,-3.42E-21
-3.36E-05,-2.53E-06,7.34E-21
-3.33E-05,-1.53E-06,-7.90E-21
-3.31E-05,-5.32E-07,-2.76E-23
-3.29E-05,4.74E-07,9.10E-21
-3.28E-05,1.45E-06,-1.96E-20
-3.26E-05,2.37E-06,1.32E-20
-3.25E-05,3.22E-06,-5.69E-21
-3.24E-05,3.95E-06,7.67E-21
-3.23E-05,4.54E-06,1.66E-21
-3.23E-05,4.94E-06,0
-3.22E-05,5.18E-06,0
-3.22E-05,5.27E-06,2.10E-21
-3.21E-05,4.67E-06,2.27E-21
-3.21E-05,8.23E-07,-2.46E-21
4.86E-05,4.30E-06,-4.59E-19
5.28E-05,-3.13E-06,0
6.04E-05,-1.70E-05,1.53E-21
6.36E-05,-2.47E-05,-2.83E-21
6.35E-05,-2.78E-05,3.33E-19
6.26E-05,-3.00E-05,-3.11E-19
6.13E-05,-3.21E-05,-2.85E-19
5.98E-05,-3.41E-05,2.64E-19
5.79E-05,-3.61E-05,-3.81E-21
5.57E-05,-3.80E-05,-3.54E-21
5.33E-05,-3.99E-05,3.27E-21
5.06E-05,-4.18E-05,6.07E-21
4.78E-05,-4.38E-05,-1.13E-20
4.48E-05,-4.58E-05,0
4.15E-05,-4.79E-05,0
3.81E-05,-5.01E-05,1.45E-19
3.45E-05,-5.23E-05,-2.76E-19
3.07E-05,-5.46E-05,8.46E-21
2.67E-05,-5.69E-05,1.19E-19
2.24E-05,-5.92E-05,-6.93E-21
1.79E-05,-6.15E-05,1.17E-19
1.32E-05,-6.38E-05,-1.95E-19
8.14E-06,-6.60E-05,9.20E-20
2.85E-06,-6.81E-05,1.08E-20
-2.72E-06,-7.01E-05,1.01E-20
-8.50E-06,-7.19E-05,6.70E-20
-1.44E-05,-7.34E-05,-6.84E-22
-2.05E-05,-7.45E-05,-1.30E-19
-2.65E-05,-7.53E-05,7.43E-20
-3.23E-05,-7.56E-05,5.45E-20
-3.79E-05,-7.55E-05,-1.12E-19
-4.31E-05,-7.49E-05,4.33E-20
-4.77E-05,-7.38E-05,0
-5.17E-05,-7.23E-05,-6.61E-20
-5.51E-05,-7.03E-05,5.18E-20
-5.77E-05,-6.80E-05,0
-5.96E-05,-6.54E-05,-1.67E-22
-6.08E-05,-6.25E-05,0
-6.14E-05,-5.95E-05,5.82E-20
-6.15E-05,-5.64E-05,-5.78E-20
-6.11E-05,-5.31E-05,3.44E-20
-6.03E-05,-4.99E-05,-1.13E-20
-5.93E-05,-4.67E-05,0
-5.79E-05,-4.36E-05,-1.13E-20
-5.65E-05,-4.05E-05,0
-5.49E-05,-3.75E-05,3.48E-20
-5.33E-05,-3.47E-05,-5.91E-20
-5.17E-05,-3.19E-05,1.22E-20
-5.02E-05,-2.92E-05,2.47E-20
-4.87E-05,-2.67E-05,-2.55E-20
-4.72E-05,-2.42E-05,1.97E-20
-4.58E-05,-2.19E-05,-3.40E-20
-4.46E-05,-1.96E-05,0
-4.34E-05,-1.75E-05,-1.47E-20
-4.23E-05,-1.55E-05,1.54E-20
-4.13E-05,-1.37E-05,1.62E-20
-4.03E-05,-1.20E-05,-8.49E-21
-3.95E-05,-1.04E-05,1.34E-20
-3.88E-05,-9.06E-06,-1.90E-20
-3.81E-05,-7.81E-06,2.01E-20
-3.75E-05,-6.68E-06,-1.60E-20
-3.70E-05,-5.67E-06,5.70E-21
-3.66E-05,-4.72E-06,-1.51E-20
-3.62E-05,-3.76E-06,1.61E-20
-3.58E-05,-2.83E-06,3.46E-21
-3.56E-05,-1.91E-06,0
-3.53E-05,-9.56E-07,-3.98E-21
-3.51E-05,-2.18E-08,-4.27E-21
-3.49E-05,9.37E-07,-2.28E-21
-3.47E-05,1.88E-06,-9.85E-21
-3.46E-05,2.73E-06,1.86E-20
-3.45E-05,3.55E-06,-1.43E-20
-3.44E-05,4.25E-06,-3.09E-21
-3.43E-05,4.80E-06,5.01E-21
-3.42E-05,5.14E-06,-7.20E-21
-3.42E-05,5.32E-06,3.90E-21
-3.41E-05,5.32E-06,-4.22E-21
-3.41E-05,4.67E-06,-1.15E-21
-3.41E-05,7.81E-07,1.24E-21
4.43E-05,1.64E-06,-9.69E-19
5.13E-05,-9.42E-06,2.01E-21
6.15E-05,-2.57E-05,8.24E-19
6.59E-05,-3.48E-05,2.97E-21
6.60E-05,-3.85E-05,0
6.51E-05,-4.10E-05,5.08E-21
6.37E-05,-4.34E-05,0
6.19E-05,-4.56E-05,2.78E-19
5.97E-05,-4.76E-05,-5.13E-22
5.72E-05,-4.94E-05,-2.31E-19
5.43E-05,-5.13E-05,-2.20E-19
5.12E-05,-5.31E-05,2.05E-19
4.78E-05,-5.49E-05,-1.84E-19
4.42E-05,-5.68E-05,3.53E-19
4.04E-05,-5.87E-05,-6.07E-22
3.64E-05,-6.07E-05,4.14E-21
3.22E-05,-6.27E-05,-1.42E-19
2.78E-05,-6.48E-05,-8.29E-21
2.32E-05,-6.69E-05,0
1.83E-05,-6.91E-05,1.23E-19
1.31E-05,-7.12E-05,-1.15E-19
7.65E-06,-7.34E-05,6.32E-21
1.92E-06,-7.55E-05,-1.01E-19
-4.10E-06,-7.74E-05,6.76E-20
-1.04E-05,-7.92E-05,-8.40E-20
-1.69E-05,-8.06E-05,1.59E-19
-2.35E-05,-8.17E-05,-6.63E-20
-3.02E-05,-8.24E-05,6.19E-20
-3.67E-05,-8.26E-05,-6.80E-20
-4.30E-05,-8.22E-05,8.09E-21
-4.89E-05,-8.13E-05,5.33E-20
-5.42E-05,-7.99E-05,-7.32E-22
-5.88E-05,-7.79E-05,-5.68E-20
-6.26E-05,-7.55E-05,1.37E-20
-6.56E-05,-7.27E-05,-5.22E-20
