grad(p):0,grad(p):1,grad(p):2
5.49E-05,1.01E-05,0
5.39E-05,1.00E-05,8.72E-21
5.29E-05,9.66E-06,-4.23E-21
5.19E-05,9.00E-06,-4.21E-21
5.09E-05,8.19E-06,0
4.98E-05,7.31E-06,0
4.88E-05,6.47E-06,0
4.77E-05,5.72E-06,4.04E-21
4.66E-05,5.07E-06,0
4.55E-05,4.54E-06,0
4.45E-05,4.11E-06,0
4.34E-05,3.76E-06,4.05E-21
4.24E-05,3.48E-06,4.15E-21
4.14E-05,3.22E-06,4.17E-21
4.05E-05,2.99E-06,0
3.96E-05,2.76E-06,-4.40E-21
3.87E-05,2.54E-06,0
3.79E-05,2.29E-06,-9.25E-21
3.72E-05,2.02E-06,0
3.65E-05,1.74E-06,0
3.58E-05,1.42E-06,0
3.52E-05,1.06E-06,0
3.47E-05,6.72E-07,0
3.42E-05,2.60E-07,0
3.38E-05,-1.71E-07,0
3.34E-05,-5.82E-07,-3.24E-21
3.30E-05,-9.94E-07,0
3.27E-05,-1.38E-06,1.82E-21
3.24E-05,-1.69E-06,0
3.22E-05,-1.96E-06,-2.03E-21
3.20E-05,-2.18E-06,1.62E-23
3.18E-05,-2.31E-06,-2.30E-21
3.16E-05,-2.38E-06,0
3.15E-05,-2.44E-06,0
3.14E-05,-2.50E-06,0
3.12E-05,-2.57E-06,0
3.12E-05,-2.68E-06,1.62E-21
3.11E-05,-2.84E-06,-1.74E-21
3.10E-05,-3.01E-06,9.35E-22
3.10E-05,-3.24E-06,-1.01E-21
3.10E-05,-3.45E-06,0
3.10E-05,-3.63E-06,0
3.09E-05,-3.75E-06,-2.53E-21
3.09E-05,-3.80E-06,0
3.09E-05,-3.81E-06,7.37E-22
3.09E-05,-3.67E-06,8.03E-22
3.10E-05,-3.35E-06,-8.69E-22
3.10E-05,-2.54E-06,0
3.10E-05,-1.56E-06,0
6.19E-05,-5.89E-06,0
6.19E-05,-1.47E-05,-8.46E-22
6.19E-05,-2.25E-05,0
6.18E-05,-2.54E-05,0
6.17E-05,-2.53E-05,0
6.16E-05,-2.44E-05,0
6.16E-05,-2.33E-05,-5.75E-22
6.15E-05,-2.20E-05,-1.06E-21
6.14E-05,-2.05E-05,0
6.13E-05,-1.89E-05,9.01E-22
6.12E-05,-1.72E-05,8.50E-22
6.11E-05,-1.55E-05,1.58E-21
6.10E-05,-1.37E-05,0
6.09E-05,-1.20E-05,1.37E-21
6.08E-05,-1.04E-05,0
6.07E-05,-8.78E-06,1.18E-21
6.06E-05,-7.20E-06,2.24E-21
6.04E-05,-5.68E-06,0
6.02E-05,-4.18E-06,0
6.01E-05,-2.72E-06,-1.83E-21
5.99E-05,-1.28E-06,1.73E-21
5.96E-05,1.37E-07,0
5.93E-05,1.54E-06,3.10E-21
5.89E-05,2.92E-06,-2.99E-21
5.85E-05,4.24E-06,0
5.80E-05,5.51E-06,5.41E-21
5.74E-05,6.67E-06,-2.61E-21
5.68E-05,7.66E-06,-4.99E-21
5.60E-05,8.44E-06,0
5.52E-05,8.97E-06,0
5.43E-05,9.19E-06,0
5.34E-05,9.08E-06,-4.39E-21
5.24E-05,8.68E-06,0
5.14E-05,8.04E-06,4.21E-21
5.04E-05,7.24E-06,0
4.94E-05,6.38E-06,4.15E-21
4.84E-05,5.53E-06,0
4.74E-05,4.77E-06,-8.12E-21
4.63E-05,4.12E-06,0
4.53E-05,3.60E-06,4.08E-21
4.43E-05,3.19E-06,4.10E-21
4.32E-05,2.85E-06,-4.14E-21
4.23E-05,2.58E-06,-4.15E-21
4.13E-05,2.36E-06,4.26E-21
4.04E-05,2.14E-06,0
3.95E-05,1.95E-06,4.40E-21
3.87E-05,1.75E-06,4.55E-21
3.79E-05,1.53E-06,4.65E-21
3.71E-05,1.30E-06,0
3.65E-05,1.04E-06,-2.51E-21
3.58E-05,7.43E-07,0
3.52E-05,4.15E-07,0
3.47E-05,7.77E-08,2.84E-21
3.42E-05,-3.03E-07,0
3.38E-05,-7.02E-07,0
3.34E-05,-1.09E-06,0
3.30E-05,-1.47E-06,0
3.27E-05,-1.83E-06,-1.82E-21
3.25E-05,-2.12E-06,1.94E-21
3.22E-05,-2.35E-06,0
3.20E-05,-2.53E-06,-2.18E-21
3.18E-05,-2.64E-06,0
3.17E-05,-2.68E-06,0
3.15E-05,-2.71E-06,1.33E-21
3.14E-05,-2.76E-06,0
3.13E-05,-2.80E-06,1.53E-21
3.13E-05,-2.86E-06,0
3.12E-05,-3.01E-06,0
3.11E-05,-3.19E-06,0
3.11E-05,-3.35E-06,0
3.11E-05,-3.52E-06,-1.10E-21
3.10E-05,-3.70E-06,0
3.10E-05,-3.80E-06,1.27E-21
3.10E-05,-3.79E-06,0
3.10E-05,-3.76E-06,-7.48E-22
3.10E-05,-3.62E-06,5.76E-24
3.11E-05,-3.30E-06,8.69E-22
3.11E-05,-2.54E-06,0
3.11E-05,-1.56E-06,0
6.08E-05,-5.90E-06,-4.69E-22
6.08E-05,-1.49E-05,-6.60E-24
6.07E-05,-2.28E-05,-4.00E-22
6.07E-05,-2.58E-05,0
6.06E-05,-2.55E-05,-6.82E-22
6.06E-05,-2.46E-05,-6.31E-22
6.05E-05,-2.35E-05,5.75E-22
6.04E-05,-2.22E-05,2.15E-21
6.04E-05,-2.07E-05,1.00E-21
6.03E-05,-1.91E-05,0
6.02E-05,-1.74E-05,-8.50E-22
6.02E-05,-1.57E-05,-2.38E-21
6.01E-05,-1.40E-05,0
6.00E-05,-1.23E-05,-1.37E-21
5.99E-05,-1.06E-05,1.30E-21
5.98E-05,-9.02E-06,0
5.96E-05,-7.46E-06,-2.24E-21
5.95E-05,-5.96E-06,2.13E-21
5.94E-05,-4.48E-06,0
5.92E-05,-3.03E-06,-1.89E-21
5.90E-05,-1.63E-06,1.78E-21
5.87E-05,-2.55E-07,0
5.84E-05,1.08E-06,0
5.81E-05,2.40E-06,2.99E-21
5.77E-05,3.67E-06,0
5.72E-05,4.85E-06,-2.73E-21
5.66E-05,5.94E-06,5.27E-21
5.60E-05,6.87E-06,2.51E-21
5.53E-05,7.60E-06,0
5.45E-05,8.08E-06,0
5.36E-05,8.27E-06,0
5.27E-05,8.16E-06,4.50E-21
5.18E-05,7.76E-06,0
5.09E-05,7.13E-06,-4.32E-21
4.99E-05,6.33E-06,0
4.90E-05,5.46E-06,4.95E-23
4.80E-05,4.62E-06,-4.16E-21
4.70E-05,3.86E-06,4.09E-21
4.60E-05,3.22E-06,0
4.50E-05,2.70E-06,-4.08E-21
4.40E-05,2.29E-06,-4.10E-21
4.30E-05,1.97E-06,4.14E-21
4.21E-05,1.72E-06,0
4.11E-05,1.50E-06,4.16E-23
4.02E-05,1.32E-06,0
3.93E-05,1.15E-06,-4.48E-21
3.85E-05,9.77E-07,-4.55E-21
3.78E-05,7.89E-07,0
3.70E-05,5.84E-07,2.44E-21
3.64E-05,3.57E-07,-2.14E-23
3.57E-05,9.67E-08,2.63E-21
3.52E-05,-1.96E-07,2.74E-21
3.47E-05,-5.25E-07,-2.84E-21
3.42E-05,-8.65E-07,0
3.38E-05,-1.22E-06,0
3.34E-05,-1.59E-06,0
3.30E-05,-1.93E-06,0
3.27E-05,-2.24E-06,0
3.25E-05,-2.52E-06,-1.94E-21
3.22E-05,-2.73E-06,0
3.20E-05,-2.86E-06,-2.21E-21
3.19E-05,-2.95E-06,0
3.17E-05,-2.98E-06,-1.26E-21
3.16E-05,-2.98E-06,9.70E-24
3.15E-05,-2.97E-06,-1.44E-21
3.14E-05,-3.00E-06,-1.53E-21
3.13E-05,-3.07E-06,0
3.12E-05,-3.19E-06,0
3.12E-05,-3.32E-06,0
3.12E-05,-3.46E-06,0
3.11E-05,-3.61E-06,1.10E-21
3.11E-05,-3.75E-06,-1.19E-21
3.11E-05,-3.82E-06,0
3.11E-05,-3.81E-06,0
3.11E-05,-3.75E-06,1.50E-21
3.11E-05,-3.57E-06,5.77E-24
3.11E-05,-3.25E-06,4.41E-22
3.11E-05,-2.44E-06,0
3.11E-05,-1.46E-06,-5.17E-22
5.96E-05,-5.91E-06,4.69E-22
5.95E-05,-1.50E-05,4.33E-22
5.95E-05,-2.30E-05,4.00E-22
5.95E-05,-2.60E-05,0
5.95E-05,-2.57E-05,6.82E-22
5.94E-05,-2.48E-05,6.31E-22
5.94E-05,-2.38E-05,0
5.93E-05,-2.24E-05,-1.08E-21
5.93E-05,-2.09E-05,-1.00E-21
5.92E-05,-1.93E-05,-9.43E-22
5.92E-05,-1.76E-05,0
5.91E-05,-1.59E-05,8.02E-22
5.90E-05,-1.42E-05,0
5.90E-05,-1.25E-05,0
5.89E-05,-1.08E-05,1.93E-23
5.88E-05,-9.25E-06,1.23E-21
5.86E-05,-7.69E-06,-1.15E-21
5.85E-05,-6.19E-06,-2.13E-21
5.84E-05,-4.74E-06,2.03E-21
5.82E-05,-3.35E-06,1.89E-21
5.80E-05,-1.97E-06,-1.78E-21
5.78E-05,-6.35E-07,0
5.75E-05,6.48E-07,0
5.72E-05,1.90E-06,0
5.68E-05,3.11E-06,0
5.63E-05,4.23E-06,2.81E-21
5.58E-05,5.24E-06,-2.65E-21
5.52E-05,6.12E-06,0
5.45E-05,6.79E-06,0
5.37E-05,7.22E-06,0
5.29E-05,7.40E-06,0
5.21E-05,7.28E-06,-4.50E-21
5.12E-05,6.88E-06,-4.46E-21
5.03E-05,6.25E-06,4.32E-21
4.94E-05,5.46E-06,0
4.84E-05,4.60E-06,-8.44E-21
4.75E-05,3.76E-06,4.16E-21
4.66E-05,2.99E-06,0
4.56E-05,2.34E-06,4.17E-21
4.47E-05,1.83E-06,0
4.37E-05,1.43E-06,4.19E-21
4.27E-05,1.12E-06,0
4.18E-05,8.78E-07,0
4.09E-05,6.83E-07,-8.64E-21
4.00E-05,5.17E-07,0
3.92E-05,3.73E-07,4.48E-21
3.84E-05,2.24E-07,0
3.76E-05,6.11E-08,-2.39E-21
3.69E-05,-1.11E-07,-2.44E-21
3.63E-05,-3.13E-07,-2.13E-23
3.57E-05,-5.40E-07,-5.28E-21
3.51E-05,-7.96E-07,-2.74E-21
3.46E-05,-1.10E-06,-2.88E-21
3.41E-05,-1.42E-06,0
3.37E-05,-1.74E-06,0
3.33E-05,-2.06E-06,0
3.30E-05,-2.39E-06,0
3.27E-05,-2.67E-06,0
3.24E-05,-2.90E-06,0
3.22E-05,-3.09E-06,0
3.20E-05,-3.21E-06,-1.62E-23
3.18E-05,-3.26E-06,2.37E-21
3.17E-05,-3.27E-06,-9.12E-24
3.16E-05,-3.23E-06,-2.70E-21
3.15E-05,-3.21E-06,2.89E-21
3.14E-05,-3.22E-06,1.55E-21
3.13E-05,-3.24E-06,0
3.12E-05,-3.33E-06,0
3.12E-05,-3.45E-06,9.62E-22
3.12E-05,-3.58E-06,1.04E-21
3.11E-05,-3.71E-06,0
3.11E-05,-3.79E-06,1.19E-21
3.11E-05,-3.83E-06,-6.49E-22
3.11E-05,-3.79E-06,7.01E-22
3.11E-05,-3.69E-06,-7.53E-22
3.11E-05,-3.51E-06,-8.14E-22
3.11E-05,-3.20E-06,-4.41E-22
3.12E-05,-2.39E-06,4.81E-22
3.12E-05,-1.40E-06,-3.67E-24
5.83E-05,-5.82E-06,0
5.83E-05,-1.51E-05,4.46E-22
5.83E-05,-2.31E-05,-4.12E-22
5.82E-05,-2.60E-05,0
5.82E-05,-2.58E-05,-7.03E-22
5.82E-05,-2.49E-05,0
5.82E-05,-2.39E-05,6.01E-22
5.82E-05,-2.26E-05,0
5.81E-05,-2.11E-05,0
5.81E-05,-1.95E-05,9.43E-22
5.80E-05,-1.78E-05,0
5.80E-05,-1.61E-05,-8.26E-22
5.79E-05,-1.44E-05,0
5.79E-05,-1.27E-05,-1.43E-21
5.78E-05,-1.10E-05,-1.32E-21
5.77E-05,-9.44E-06,1.77E-23
5.76E-05,-7.92E-06,1.15E-21
5.75E-05,-6.42E-06,0
5.73E-05,-5.00E-06,-2.03E-21
5.72E-05,-3.62E-06,0
5.70E-05,-2.29E-06,-1.83E-21
5.68E-05,-1.02E-06,0
5.65E-05,2.34E-07,1.64E-21
5.62E-05,1.43E-06,-1.56E-21
5.58E-05,2.57E-06,0
5.54E-05,3.64E-06,-2.81E-21
5.49E-05,4.58E-06,-2.73E-21
5.43E-05,5.40E-06,-2.62E-21
5.36E-05,6.03E-06,0
5.29E-05,6.42E-06,2.44E-21
5.21E-05,6.56E-06,-2.37E-21
5.13E-05,6.43E-06,0
5.05E-05,6.03E-06,6.71E-21
4.96E-05,5.41E-06,0
4.88E-05,4.63E-06,0
4.79E-05,3.78E-06,8.54E-21
4.70E-05,2.93E-06,0
4.61E-05,2.17E-06,0
4.52E-05,1.52E-06,-4.17E-21
4.43E-05,9.97E-07,0
4.33E-05,5.94E-07,-4.19E-21
4.24E-05,2.90E-07,4.27E-21
4.15E-05,5.97E-08,0
4.06E-05,-1.12E-07,4.34E-21
3.98E-05,-2.56E-07,0
3.89E-05,-3.89E-07,0
3.82E-05,-5.12E-07,-2.34E-21
3.74E-05,-6.42E-07,-2.07E-23
3.67E-05,-7.89E-07,0
3.61E-05,-9.66E-07,2.55E-21
3.55E-05,-1.17E-06,-2.17E-23
3.50E-05,-1.40E-06,2.78E-21
3.45E-05,-1.66E-06,2.88E-21
3.40E-05,-1.93E-06,0
3.36E-05,-2.23E-06,0
3.32E-05,-2.53E-06,1.68E-21
3.29E-05,-2.82E-06,0
3.26E-05,-3.09E-06,0
3.24E-05,-3.28E-06,0
3.22E-05,-3.44E-06,2.11E-21
3.20E-05,-3.54E-06,2.23E-21
3.18E-05,-3.56E-06,-2.37E-21
3.17E-05,-3.53E-06,1.27E-21
3.15E-05,-3.49E-06,1.35E-21
3.14E-05,-3.42E-06,1.03E-23
3.13E-05,-3.41E-06,-1.55E-21
3.13E-05,-3.43E-06,0
3.12E-05,-3.46E-06,0
3.12E-05,-3.57E-06,6.79E-24
3.11E-05,-3.68E-06,-1.04E-21
3.11E-05,-3.77E-06,0
3.11E-05,-3.83E-06,6.06E-22
3.11E-05,-3.81E-06,6.49E-22
3.11E-05,-3.78E-06,-7.01E-22
3.11E-05,-3.68E-06,0
3.11E-05,-3.46E-06,0
3.11E-05,-3.14E-06,-4.47E-22
3.11E-05,-2.33E-06,-4.81E-22
3.11E-05,-1.35E-06,1.05E-21
5.70E-05,-5.74E-06,4.90E-22
5.70E-05,-1.51E-05,-4.46E-22
5.70E-05,-2.31E-05,4.12E-22
5.70E-05,-2.61E-05,0
5.70E-05,-2.58E-05,1.41E-21
5.70E-05,-2.49E-05,0
5.70E-05,-2.39E-05,-6.01E-22
5.69E-05,-2.26E-05,0
5.69E-05,-2.11E-05,0
5.69E-05,-1.95E-05,9.70E-22
5.69E-05,-1.79E-05,0
5.68E-05,-1.62E-05,8.26E-22
5.68E-05,-1.45E-05,0
5.67E-05,-1.28E-05,1.43E-21
5.67E-05,-1.12E-05,0
5.66E-05,-9.61E-06,1.74E-23
5.65E-05,-8.11E-06,1.19E-21
5.64E-05,-6.64E-06,0
5.63E-05,-5.24E-06,2.09E-21
5.61E-05,-3.90E-06,1.97E-21
5.59E-05,-2.60E-06,1.83E-21
5.57E-05,-1.36E-06,0
5.55E-05,-1.59E-07,-1.64E-21
5.52E-05,9.91E-07,1.56E-21
5.48E-05,2.06E-06,0
5.44E-05,3.06E-06,0
5.39E-05,3.95E-06,2.73E-21
5.34E-05,4.73E-06,2.62E-21
5.27E-05,5.31E-06,0
5.21E-05,5.66E-06,3.06E-23
5.13E-05,5.78E-06,2.37E-21
5.06E-05,5.64E-06,0
4.98E-05,5.23E-06,-2.26E-21
4.90E-05,4.61E-06,0
4.81E-05,3.84E-06,0
4.73E-05,2.99E-06,-4.29E-21
4.64E-05,2.14E-06,0
4.56E-05,1.38E-06,0
4.47E-05,7.24E-07,0
4.38E-05,1.94E-07,0
4.29E-05,-2.06E-07,0
4.20E-05,-5.03E-07,-4.27E-21
4.12E-05,-7.29E-07,-4.36E-21
4.03E-05,-8.92E-07,0
3.95E-05,-1.01E-06,4.50E-21
3.87E-05,-1.12E-06,2.30E-21
3.79E-05,-1.22E-06,2.34E-21
3.72E-05,-1.34E-06,4.83E-21
3.65E-05,-1.45E-06,0
3.59E-05,-1.59E-06,0
3.53E-05,-1.77E-06,2.67E-21
3.48E-05,-1.98E-06,-2.78E-21
3.43E-05,-2.20E-06,0
3.39E-05,-2.45E-06,0
3.35E-05,-2.73E-06,0
3.31E-05,-3.00E-06,-1.68E-21
3.28E-05,-3.25E-06,0
3.25E-05,-3.48E-06,-1.89E-21
3.23E-05,-3.66E-06,0
3.21E-05,-3.77E-06,-2.11E-21
3.19E-05,-3.84E-06,-2.26E-21
3.17E-05,-3.85E-06,1.20E-21
3.16E-05,-3.80E-06,0
3.15E-05,-3.72E-06,1.37E-21
3.14E-05,-3.64E-06,-1.46E-21
3.13E-05,-3.60E-06,1.57E-21
3.12E-05,-3.59E-06,8.44E-22
3.11E-05,-3.62E-06,0
3.11E-05,-3.67E-06,-9.69E-22
3.11E-05,-3.77E-06,0
3.11E-05,-3.84E-06,0
3.10E-05,-3.84E-06,-6.06E-22
3.10E-05,-3.83E-06,6.58E-22
3.10E-05,-3.76E-06,0
3.10E-05,-3.62E-06,0
3.11E-05,-3.45E-06,0
3.11E-05,-3.08E-06,8.97E-22
3.11E-05,-2.28E-06,0
3.11E-05,-1.34E-06,3.66E-24
5.57E-05,-5.71E-06,-4.90E-22
5.57E-05,-1.51E-05,0
5.57E-05,-2.31E-05,0
5.57E-05,-2.60E-05,0
5.57E-05,-2.58E-05,-7.12E-22
5.57E-05,-2.49E-05,0
5.57E-05,-2.39E-05,0
5.57E-05,-2.26E-05,0
5.57E-05,-2.11E-05,0
5.57E-05,-1.96E-05,-1.95E-21
5.57E-05,-1.79E-05,-9.13E-22
5.56E-05,-1.63E-05,-8.49E-22
5.56E-05,-1.46E-05,0
5.56E-05,-1.29E-05,-1.47E-21
5.55E-05,-1.13E-05,-1.37E-21
5.54E-05,-9.76E-06,1.70E-23
5.54E-05,-8.28E-06,-2.39E-21
5.53E-05,-6.84E-06,1.13E-21
5.51E-05,-5.45E-06,-1.03E-21
5.50E-05,-4.15E-06,-1.97E-21
5.48E-05,-2.90E-06,0
5.46E-05,-1.69E-06,0
5.44E-05,-5.42E-07,0
5.41E-05,5.54E-07,0
5.38E-05,1.59E-06,0
5.34E-05,2.54E-06,2.92E-21
5.29E-05,3.37E-06,-2.80E-21
5.24E-05,4.07E-06,0
5.18E-05,4.61E-06,0
5.12E-05,4.95E-06,-2.47E-21
5.05E-05,5.04E-06,2.43E-21
4.98E-05,4.88E-06,-2.36E-21
4.90E-05,4.47E-06,2.31E-21
4.82E-05,3.86E-06,0
4.74E-05,3.09E-06,0
4.66E-05,2.24E-06,0
4.58E-05,1.39E-06,0
4.50E-05,6.22E-07,-4.31E-21
4.42E-05,-3.43E-08,0
4.33E-05,-5.65E-07,0
4.25E-05,-9.77E-07,0
4.16E-05,-1.27E-06,-4.35E-21
4.08E-05,-1.48E-06,-4.07E-23
4.00E-05,-1.63E-06,0
3.92E-05,-1.75E-06,-6.77E-21
3.84E-05,-1.83E-06,-2.30E-21
3.76E-05,-1.92E-06,-2.38E-21
3.70E-05,-2.01E-06,2.04E-23
3.63E-05,-2.10E-06,0
3.57E-05,-2.22E-06,2.61E-21
3.51E-05,-2.35E-06,0
3.46E-05,-2.54E-06,-2.83E-21
3.41E-05,-2.74E-06,-2.95E-21
3.37E-05,-2.96E-06,3.09E-21
3.33E-05,-3.20E-06,-1.62E-21
3.30E-05,-3.44E-06,0
3.26E-05,-3.66E-06,-1.80E-21
3.24E-05,-3.86E-06,3.79E-21
3.21E-05,-4.02E-06,0
3.19E-05,-4.11E-06,0
3.17E-05,-4.14E-06,2.26E-21
3.16E-05,-4.12E-06,-1.20E-21
3.15E-05,-4.04E-06,1.29E-21
3.13E-05,-3.95E-06,-1.37E-21
3.12E-05,-3.85E-06,0
3.12E-05,-3.77E-06,-1.57E-21
3.11E-05,-3.76E-06,5.87E-24
3.10E-05,-3.75E-06,0
3.10E-05,-3.79E-06,0
3.10E-05,-3.85E-06,1.06E-21
3.10E-05,-3.87E-06,0
3.09E-05,-3.88E-06,6.14E-22
3.09E-05,-3.84E-06,-6.58E-22
3.09E-05,-3.74E-06,0
3.09E-05,-3.56E-06,-7.74E-22
3.10E-05,-3.35E-06,-4.19E-22
3.10E-05,-3.03E-06,-4.50E-22
3.10E-05,-2.22E-06,0
3.10E-05,-1.23E-06,-5.28E-22
5.43E-05,-5.63E-06,0
5.43E-05,-1.50E-05,0
5.43E-05,-2.30E-05,0
5.44E-05,-2.59E-05,0
5.44E-05,-2.57E-05,0
5.44E-05,-2.48E-05,-6.76E-22
5.44E-05,-2.38E-05,0
5.44E-05,-2.25E-05,0
5.44E-05,-2.11E-05,5.37E-22
5.44E-05,-1.96E-05,9.83E-22
5.44E-05,-1.79E-05,-1.19E-23
5.44E-05,-1.63E-05,-1.10E-23
5.44E-05,-1.46E-05,0
5.44E-05,-1.30E-05,1.47E-21
5.43E-05,-1.14E-05,1.37E-21
5.43E-05,-9.88E-06,1.67E-23
5.42E-05,-8.42E-06,-1.56E-23
5.41E-05,-7.02E-06,-1.13E-21
5.40E-05,-5.66E-06,-1.06E-21
5.39E-05,-4.38E-06,0
5.37E-05,-3.17E-06,1.91E-21
5.35E-05,-2.00E-06,1.80E-21
5.33E-05,-8.81E-07,0
5.30E-05,1.58E-07,1.62E-21
5.27E-05,1.13E-06,-1.55E-21
5.23E-05,2.03E-06,-1.44E-21
5.19E-05,2.82E-06,5.63E-21
5.14E-05,3.47E-06,0
5.09E-05,3.96E-06,0
5.03E-05,4.26E-06,0
4.96E-05,4.32E-06,-2.43E-21
4.89E-05,4.16E-06,2.36E-21
4.82E-05,3.75E-06,-2.31E-21
4.75E-05,3.14E-06,2.29E-21
4.67E-05,2.38E-06,0
4.60E-05,1.53E-06,0
4.52E-05,6.84E-07,0
4.44E-05,-9.57E-08,6.49E-21
4.36E-05,-7.58E-07,0
4.28E-05,-1.30E-06,0
4.20E-05,-1.71E-06,0
4.12E-05,-2.01E-06,4.35E-21
4.04E-05,-2.22E-06,4.40E-21
3.96E-05,-2.35E-06,0
3.88E-05,-2.45E-06,4.56E-21
3.80E-05,-2.53E-06,2.34E-21
3.73E-05,-2.59E-06,2.38E-21
3.67E-05,-2.65E-06,-2.45E-21
3.60E-05,-2.73E-06,0
3.54E-05,-2.82E-06,2.08E-23
3.49E-05,-2.94E-06,0
3.44E-05,-3.09E-06,2.83E-21
3.39E-05,-3.26E-06,5.93E-21
3.35E-05,-3.45E-06,-3.09E-21
3.31E-05,-3.66E-06,1.62E-21
3.28E-05,-3.87E-06,0
3.25E-05,-4.06E-06,1.80E-21
3.22E-05,-4.24E-06,-3.82E-21
3.20E-05,-4.36E-06,0
3.18E-05,-4.43E-06,0
3.16E-05,-4.44E-06,0
3.14E-05,-4.38E-06,0
3.13E-05,-4.29E-06,9.00E-24
3.12E-05,-4.18E-06,-1.39E-21
3.11E-05,-4.04E-06,0
3.10E-05,-3.94E-06,7.98E-22
3.09E-05,-3.90E-06,-8.50E-22
3.09E-05,-3.89E-06,9.19E-22
3.09E-05,-3.89E-06,0
3.08E-05,-3.90E-06,-1.06E-21
3.08E-05,-3.93E-06,-5.73E-22
3.08E-05,-3.92E-06,-6.14E-22
3.08E-05,-3.81E-06,0
3.08E-05,-3.72E-06,0
3.08E-05,-3.55E-06,7.74E-22
3.08E-05,-3.29E-06,4.19E-22
3.08E-05,-2.92E-06,4.56E-22
3.09E-05,-2.11E-06,0
3.09E-05,-1.18E-06,0
5.30E-05,-5.50E-06,0
5.30E-05,-1.49E-05,0
5.30E-05,-2.28E-05,0
5.30E-05,-2.57E-05,-4.01E-22
5.31E-05,-2.55E-05,3.70E-22
5.31E-05,-2.47E-05,-8.42E-24
5.31E-05,-2.37E-05,6.33E-22
5.32E-05,-2.24E-05,0
5.32E-05,-2.10E-05,6.71E-24
5.32E-05,-1.95E-05,1.01E-21
5.32E-05,-1.79E-05,1.86E-21
5.32E-05,-1.63E-05,8.60E-22
5.32E-05,-1.47E-05,8.10E-22
5.32E-05,-1.31E-05,0
5.31E-05,-1.15E-05,1.41E-21
5.31E-05,-9.99E-06,1.63E-23
5.30E-05,-8.54E-06,1.22E-21
5.29E-05,-7.16E-06,0
5.29E-05,-5.85E-06,0
5.27E-05,-4.61E-06,-1.02E-21
5.26E-05,-3.42E-06,-1.91E-21
5.24E-05,-2.28E-06,-1.80E-21
5.22E-05,-1.22E-06,0
5.19E-05,-2.29E-07,-1.62E-21
5.16E-05,7.03E-07,1.55E-21
5.13E-05,1.56E-06,-1.48E-21
5.09E-05,2.30E-06,-5.69E-21
5.04E-05,2.90E-06,0
4.99E-05,3.35E-06,2.65E-21
4.93E-05,3.62E-06,0
4.87E-05,3.66E-06,0
4.81E-05,3.48E-06,0
4.74E-05,3.07E-06,0
4.67E-05,2.46E-06,-2.29E-21
4.60E-05,1.70E-06,0
4.53E-05,8.61E-07,-2.24E-21
4.45E-05,1.88E-08,-2.22E-21
4.38E-05,-7.78E-07,-2.18E-21
4.30E-05,-1.45E-06,2.19E-21
4.23E-05,-1.99E-06,0
4.15E-05,-2.41E-06,0
4.07E-05,-2.72E-06,2.21E-21
3.99E-05,-2.92E-06,0
3.92E-05,-3.05E-06,0
3.84E-05,-3.14E-06,-2.29E-21
3.77E-05,-3.20E-06,-2.34E-21
3.70E-05,-3.25E-06,0
3.63E-05,-3.30E-06,0
3.57E-05,-3.35E-06,0
3.51E-05,-3.41E-06,-2.64E-21
3.46E-05,-3.50E-06,2.76E-21
3.41E-05,-3.62E-06,0
3.36E-05,-3.77E-06,2.23E-23
3.32E-05,-3.93E-06,0
3.29E-05,-4.11E-06,0
3.25E-05,-4.29E-06,0
3.22E-05,-4.46E-06,-1.83E-21
3.20E-05,-4.60E-06,1.92E-21
3.17E-05,-4.70E-06,0
3.15E-05,-4.73E-06,0
3.14E-05,-4.72E-06,0
3.12E-05,-4.64E-06,1.23E-21
3.11E-05,-4.52E-06,-1.30E-21
3.10E-05,-4.37E-06,1.39E-21
3.09E-05,-4.24E-06,0
3.08E-05,-4.13E-06,-7.98E-22
3.08E-05,-4.04E-06,0
3.07E-05,-4.00E-06,-9.19E-22
3.07E-05,-3.96E-06,-9.95E-22
3.07E-05,-3.98E-06,0
3.06E-05,-3.96E-06,1.15E-21
3.06E-05,-3.89E-06,6.23E-22
3.06E-05,-3.83E-06,6.72E-22
3.06E-05,-3.70E-06,0
3.07E-05,-3.49E-06,-3.92E-22
3.07E-05,-3.19E-06,0
3.07E-05,-2.82E-06,-4.56E-22
3.07E-05,-2.11E-06,0
3.07E-05,-1.17E-06,0
5.17E-05,-5.43E-06,0
5.17E-05,-1.48E-05,0
5.17E-05,-2.26E-05,0
5.17E-05,-2.55E-05,4.01E-22
5.18E-05,-2.53E-05,-7.45E-22
5.18E-05,-2.45E-05,6.85E-22
5.19E-05,-2.35E-05,7.62E-24
5.19E-05,-2.23E-05,5.94E-22
5.19E-05,-2.09E-05,-5.44E-22
5.19E-05,-1.94E-05,-1.01E-21
5.20E-05,-1.79E-05,-9.37E-22
5.20E-05,-1.63E-05,0
5.20E-05,-1.47E-05,-1.63E-21
5.20E-05,-1.31E-05,0
5.19E-05,-1.16E-05,-2.12E-21
5.19E-05,-1.01E-05,-2.65E-21
5.18E-05,-8.66E-06,1.25E-21
5.18E-05,-7.30E-06,0
5.17E-05,-6.01E-06,0
5.16E-05,-4.80E-06,1.02E-21
5.15E-05,-3.64E-06,-1.95E-21
5.13E-05,-2.56E-06,0
5.11E-05,-1.54E-06,1.75E-21
