grad(k):0,grad(k):1,grad(k):2
-3.81E-05,9.37E-05,-2.22E-22
-3.25E-05,8.68E-05,-2.29E-22
-2.78E-05,8.11E-05,2.16E-22
-2.37E-05,7.64E-05,4.24E-22
-2.01E-05,7.23E-05,-8.49E-22
-1.68E-05,6.87E-05,0
-1.37E-05,6.55E-05,0
-1.08E-05,6.26E-05,1.31E-20
-8.06E-06,5.97E-05,-2.55E-20
-5.43E-06,5.70E-05,2.39E-22
-2.90E-06,5.42E-05,1.18E-20
-4.52E-07,5.13E-05,-7.54E-22
1.91E-06,4.83E-05,1.33E-20
4.17E-06,4.51E-05,-2.28E-20
6.32E-06,4.17E-05,1.10E-20
8.33E-06,3.79E-05,1.39E-21
1.02E-05,3.38E-05,1.36E-21
1.18E-05,2.93E-05,9.31E-21
1.32E-05,2.44E-05,2.21E-22
1.42E-05,1.92E-05,-1.88E-20
1.50E-05,1.38E-05,1.09E-20
1.54E-05,8.10E-06,8.35E-21
1.55E-05,2.35E-06,-1.73E-20
1.52E-05,-3.38E-06,6.74E-21
1.47E-05,-8.98E-06,0
1.40E-05,-1.43E-05,-1.03E-20
1.31E-05,-1.94E-05,8.06E-21
1.22E-05,-2.40E-05,0
1.13E-05,-2.80E-05,3.00E-24
1.04E-05,-3.15E-05,0
9.54E-06,-3.43E-05,8.02E-21
8.75E-06,-3.64E-05,-7.82E-21
8.01E-06,-3.77E-05,4.47E-21
7.30E-06,-3.83E-05,-1.37E-21
6.61E-06,-3.81E-05,0
5.93E-06,-3.73E-05,-1.22E-21
5.27E-06,-3.61E-05,0
4.63E-06,-3.43E-05,3.20E-21
4.01E-06,-3.24E-05,-5.20E-21
3.42E-06,-3.02E-05,1.07E-21
2.89E-06,-2.80E-05,1.84E-21
2.41E-06,-2.57E-05,-1.91E-21
1.99E-06,-2.36E-05,1.29E-21
1.62E-06,-2.14E-05,-2.25E-21
1.30E-06,-1.94E-05,0
1.04E-06,-1.74E-05,-8.44E-22
8.08E-07,-1.54E-05,8.84E-22
6.14E-07,-1.33E-05,8.61E-22
4.46E-07,-1.11E-05,-4.60E-22
2.93E-07,-8.66E-06,6.80E-22
1.50E-07,-6.05E-06,-9.63E-22
1.09E-08,-3.21E-06,9.99E-22
-1.29E-07,-2.17E-07,-7.96E-22
-2.72E-07,2.80E-06,2.83E-22
-4.17E-07,5.65E-06,-7.63E-22
-5.58E-07,8.12E-06,8.17E-22
-6.88E-07,1.00E-05,1.78E-22
-8.00E-07,1.13E-05,0
-8.85E-07,1.18E-05,-2.12E-22
-9.38E-07,1.17E-05,-2.31E-22
-9.53E-07,1.11E-05,-1.26E-22
-9.26E-07,9.97E-06,-5.50E-22
-8.51E-07,8.45E-06,1.04E-21
-7.25E-07,6.38E-06,-8.06E-22
-5.37E-07,3.27E-06,-1.75E-22
-2.81E-07,-2.28E-06,2.83E-22
5.34E-08,-1.40E-05,-4.08E-22
4.77E-07,-4.31E-05,2.12E-22
1.00E-06,-0.00013444,-2.30E-22
1.92E-06,-0.00073698,-5.32E-23
8.56E-07,-0.00091802,1.04E-23
-0.00045578,0.00062766,-1.31E-20
-0.00044518,0.00062667,-1.30E-20
-0.00022029,0.00032399,2.32E-20
-0.00013802,0.0002145,1.15E-22
-0.00010043,0.00016547,0
-7.86E-05,0.00013772,2.52E-22
-6.42E-05,0.00011977,0
-5.37E-05,0.00010714,1.66E-20
-4.56E-05,9.77E-05,9.98E-22
-3.90E-05,9.03E-05,-1.47E-20
-3.35E-05,8.44E-05,-1.58E-20
-2.87E-05,7.94E-05,1.47E-20
-2.45E-05,7.51E-05,-1.47E-20
-2.06E-05,7.13E-05,2.91E-20
-1.71E-05,6.79E-05,6.81E-22
-1.37E-05,6.47E-05,1.09E-21
-1.05E-05,6.17E-05,-1.33E-20
-7.46E-06,5.87E-05,-8.20E-22
-4.50E-06,5.56E-05,0
-1.64E-06,5.25E-05,1.39E-20
1.13E-06,4.92E-05,-1.31E-20
3.80E-06,4.57E-05,7.83E-22
6.34E-06,4.19E-05,-1.30E-20
8.73E-06,3.77E-05,8.66E-21
1.09E-05,3.32E-05,-1.16E-20
1.28E-05,2.83E-05,2.25E-20
1.44E-05,2.30E-05,-9.49E-21
1.57E-05,1.74E-05,9.45E-21
1.66E-05,1.16E-05,-1.03E-20
1.70E-05,5.70E-06,1.25E-21
1.70E-05,-2.34E-07,8.53E-21
1.67E-05,-6.06E-06,-7.04E-23
1.61E-05,-1.17E-05,-9.11E-21
1.52E-05,-1.70E-05,2.16E-21
1.42E-05,-2.18E-05,-8.18E-21
1.32E-05,-2.62E-05,1.00E-20
1.21E-05,-3.00E-05,5.49E-21
1.11E-05,-3.32E-05,-7.29E-21
1.01E-05,-3.57E-05,6.56E-21
9.21E-06,-3.75E-05,-4.95E-21
8.38E-06,-3.85E-05,5.80E-21
7.61E-06,-3.89E-05,-4.41E-21
6.87E-06,-3.86E-05,1.32E-21
6.16E-06,-3.77E-05,-1.16E-21
5.47E-06,-3.63E-05,1.27E-21
4.80E-06,-3.45E-05,-1.12E-21
4.16E-06,-3.25E-05,1.06E-21
3.57E-06,-3.03E-05,1.01E-21
3.03E-06,-2.80E-05,0
2.54E-06,-2.58E-05,0
2.10E-06,-2.36E-05,-1.77E-21
1.73E-06,-2.15E-05,2.29E-21
1.40E-06,-1.94E-05,0
1.13E-06,-1.73E-05,0
8.91E-07,-1.53E-05,-1.30E-21
6.87E-07,-1.32E-05,1.35E-21
5.08E-07,-1.09E-05,0
3.45E-07,-8.52E-06,9.25E-22
1.92E-07,-5.89E-06,-1.37E-23
4.22E-08,-3.06E-06,-1.02E-21
-1.08E-07,-8.69E-08,-5.38E-22
-2.61E-07,2.88E-06,-5.77E-22
-4.12E-07,5.67E-06,1.39E-21
-5.58E-07,8.08E-06,-8.30E-22
-6.90E-07,9.93E-06,1.81E-22
-8.02E-07,1.11E-05,0
-8.86E-07,1.17E-05,-2.14E-22
-9.36E-07,1.16E-05,0
-9.47E-07,1.10E-05,1.27E-22
-9.14E-07,1.01E-05,1.38E-22
-8.33E-07,8.71E-06,1.50E-22
-6.97E-07,6.86E-06,1.64E-22
-4.99E-07,3.99E-06,4.44E-22
-2.32E-07,-1.30E-06,-7.66E-22
1.16E-07,-1.29E-05,4.13E-22
5.49E-07,-4.23E-05,-3.25E-22
1.08E-06,-0.00013571,2.33E-22
2.03E-06,-0.00074883,3.10E-23
9.37E-07,-0.00093023,-3.35E-23
-0.0005372,0.00066987,-9.36E-24
-0.00052583,0.00067002,-4.43E-23
-0.00025843,0.00034379,6.11E-23
-0.00016129,0.00022653,-3.55E-20
-0.00011709,0.00017417,3.30E-20
-9.16E-05,0.00014459,-3.72E-20
-7.46E-05,0.00012549,3.41E-20
-6.24E-05,0.00011207,0
-5.30E-05,0.00010206,0
-4.55E-05,9.43E-05,1.28E-23
-3.91E-05,8.79E-05,2.70E-22
-3.37E-05,8.27E-05,-2.65E-22
-2.88E-05,7.81E-05,0
-2.44E-05,7.41E-05,-1.62E-20
-2.03E-05,7.04E-05,1.47E-20
-1.65E-05,6.70E-05,1.51E-20
-1.29E-05,6.37E-05,-1.45E-20
-9.37E-06,6.04E-05,0
-5.97E-06,5.71E-05,0
-2.67E-06,5.37E-05,0
5.43E-07,5.01E-05,0
3.64E-06,4.62E-05,-1.66E-21
6.60E-06,4.19E-05,-1.24E-20
9.36E-06,3.73E-05,1.19E-21
1.19E-05,3.23E-05,-1.84E-21
1.41E-05,2.70E-05,1.34E-20
1.59E-05,2.12E-05,-1.33E-20
1.73E-05,1.53E-05,1.13E-20
1.83E-05,9.12E-06,0
1.87E-05,2.92E-06,0
1.87E-05,-3.19E-06,1.02E-20
1.82E-05,-9.10E-06,-9.92E-21
1.75E-05,-1.47E-05,0
1.64E-05,-1.98E-05,2.27E-21
1.53E-05,-2.45E-05,1.06E-20
1.40E-05,-2.86E-05,-1.04E-20
1.28E-05,-3.21E-05,-7.60E-21
1.17E-05,-3.49E-05,9.34E-21
1.06E-05,-3.71E-05,-3.46E-21
9.59E-06,-3.86E-05,-9.58E-24
8.69E-06,-3.94E-05,-5.95E-21
7.85E-06,-3.95E-05,7.39E-21
7.07E-06,-3.90E-05,-2.71E-21
6.32E-06,-3.80E-05,2.46E-21
5.61E-06,-3.65E-05,-3.60E-21
4.93E-06,-3.47E-05,3.49E-21
4.28E-06,-3.26E-05,2.08E-21
3.68E-06,-3.03E-05,-4.12E-21
3.13E-06,-2.81E-05,2.04E-21
2.64E-06,-2.58E-05,0
2.20E-06,-2.36E-05,2.26E-21
1.82E-06,-2.14E-05,-3.63E-21
1.49E-06,-1.93E-05,2.29E-21
1.21E-06,-1.73E-05,4.27E-22
9.64E-07,-1.52E-05,4.12E-22
7.52E-07,-1.31E-05,-2.26E-21
5.63E-07,-1.08E-05,2.53E-23
3.91E-07,-8.36E-06,1.90E-21
2.28E-07,-5.72E-06,-9.95E-22
6.93E-08,-2.89E-06,2.59E-22
-8.92E-08,5.77E-08,2.74E-22
-2.49E-07,2.98E-06,0
-4.06E-07,5.71E-06,7.88E-22
-5.55E-07,8.04E-06,-6.74E-22
-6.89E-07,9.83E-06,-1.18E-25
-8.00E-07,1.10E-05,0
-8.82E-07,1.15E-05,2.18E-22
-9.28E-07,1.15E-05,1.18E-22
-9.34E-07,1.10E-05,1.29E-22
-8.95E-07,1.02E-05,-3.05E-25
-8.06E-07,9.01E-06,4.60E-22
-6.62E-07,7.39E-06,-5.77E-22
-4.55E-07,4.78E-06,8.97E-23
-1.76E-07,-2.89E-07,-1.94E-22
1.82E-07,-1.18E-05,9.40E-22
6.23E-07,-4.17E-05,-5.57E-22
1.16E-06,-0.00013748,3.45E-22
2.11E-06,-0.00076197,-6.24E-23
1.01E-06,-0.00094341,-1.04E-23
-0.00061903,0.00071916,2.01E-23
-0.00060621,0.00071931,0
-0.00029554,0.00036575,3.65E-20
-0.00018386,0.00023989,-3.37E-20
-0.00013322,0.00018383,-1.46E-22
-0.00010405,0.00015221,1.48E-22
-8.48E-05,0.00013182,4.04E-20
-7.09E-05,0.0001175,-3.72E-20
-6.02E-05,0.00010684,0
-5.17E-05,9.85E-05,-5.88E-22
-4.45E-05,9.18E-05,-3.78E-20
-3.84E-05,8.62E-05,3.51E-20
-3.29E-05,8.13E-05,-1.81E-20
-2.80E-05,7.70E-05,1.74E-20
-2.34E-05,7.31E-05,5.16E-22
-1.91E-05,6.94E-05,-1.68E-20
-1.50E-05,6.59E-05,3.22E-20
-1.10E-05,6.23E-05,6.53E-22
-7.18E-06,5.87E-05,-1.50E-20
-3.41E-06,5.49E-05,-1.53E-20
2.62E-07,5.09E-05,1.44E-20
3.81E-06,4.66E-05,8.79E-22
7.18E-06,4.19E-05,1.42E-20
1.03E-05,3.68E-05,-1.25E-20
1.32E-05,3.12E-05,0
1.56E-05,2.53E-05,0
1.76E-05,1.91E-05,-1.58E-21
1.91E-05,1.27E-05,-1.21E-20
2.01E-05,6.20E-06,2.18E-20
2.04E-05,-2.58E-07,-1.12E-20
2.03E-05,-6.52E-06,1.07E-20
1.97E-05,-1.24E-05,-1.04E-20
1.88E-05,-1.79E-05,-9.76E-21
1.75E-05,-2.29E-05,5.99E-21
1.62E-05,-2.73E-05,6.09E-24
1.48E-05,-3.11E-05,0
1.34E-05,-3.42E-05,-1.99E-21
1.21E-05,-3.67E-05,-7.69E-24
1.09E-05,-3.86E-05,1.78E-21
9.86E-06,-3.97E-05,-1.67E-21
8.89E-06,-4.03E-05,-6.06E-21
8.01E-06,-4.02E-05,3.13E-21
7.19E-06,-3.95E-05,2.67E-21
6.42E-06,-3.83E-05,-2.68E-21
5.69E-06,-3.67E-05,1.21E-21
5.00E-06,-3.48E-05,-1.16E-21
4.35E-06,-3.26E-05,-5.44E-22
3.75E-06,-3.04E-05,2.02E-21
3.20E-06,-2.81E-05,-4.01E-21
2.70E-06,-2.58E-05,3.87E-21
2.27E-06,-2.36E-05,-1.13E-22
1.89E-06,-2.14E-05,-1.44E-21
1.56E-06,-1.93E-05,-9.09E-22
1.27E-06,-1.72E-05,2.22E-21
1.02E-06,-1.51E-05,-1.85E-21
8.05E-07,-1.29E-05,-9.04E-22
6.10E-07,-1.07E-05,9.51E-22
4.30E-07,-8.19E-06,-2.41E-22
2.60E-07,-5.54E-06,-9.99E-22
9.26E-08,-2.71E-06,7.94E-22
-7.29E-08,2.08E-07,2.78E-22
-2.38E-07,3.08E-06,0
-3.98E-07,5.74E-06,4.83E-22
-5.50E-07,8.00E-06,-8.57E-22
-6.85E-07,9.73E-06,-1.87E-22
-7.95E-07,1.09E-05,-2.03E-22
-8.73E-07,1.14E-05,-1.10E-22
-9.15E-07,1.14E-05,-9.69E-22
-9.16E-07,1.10E-05,9.09E-22
-8.71E-07,1.03E-05,-1.42E-22
-7.75E-07,9.35E-06,-1.55E-22
-6.22E-07,7.97E-06,5.90E-22
-4.05E-07,5.62E-06,-1.18E-21
-1.17E-07,7.76E-07,-1.97E-22
2.50E-07,-1.07E-05,3.19E-22
6.95E-07,-4.12E-05,-2.22E-22
1.22E-06,-0.00013975,3.00E-22
2.18E-06,-0.00077625,-2.39E-23
1.06E-06,-0.00095742,-2.39E-23
-0.00070164,0.00077548,-1.07E-23
-0.00068621,0.00077421,5.73E-23
-0.00033136,0.00038948,0
-0.00020559,0.00025434,4.28E-20
-0.00014876,0.0001943,-3.96E-20
-0.0001161,0.00016047,-4.41E-20
-9.46E-05,0.00013867,8.50E-20
-7.91E-05,0.00012338,-4.08E-20
-6.72E-05,0.000112,-1.67E-22
-5.77E-05,0.00010313,6.40E-22
-4.98E-05,9.60E-05,-3.06E-22
-4.30E-05,9.00E-05,2.99E-22
-3.69E-05,8.48E-05,0
-3.14E-05,8.02E-05,-5.72E-22
-2.64E-05,7.61E-05,1.87E-20
-2.15E-05,7.21E-05,-1.74E-20
-1.69E-05,6.83E-05,-1.72E-20
-1.25E-05,6.44E-05,1.66E-20
-8.10E-06,6.04E-05,0
-3.83E-06,5.62E-05,0
3.20E-07,5.18E-05,1.00E-21
4.32E-06,4.69E-05,-9.77E-22
8.11E-06,4.16E-05,0
1.16E-05,3.59E-05,-1.56E-20
1.48E-05,2.98E-05,1.39E-20
1.74E-05,2.33E-05,-1.38E-20
1.95E-05,1.66E-05,-2.01E-22
2.11E-05,9.71E-06,1.43E-20
2.19E-05,2.85E-06,1.52E-21
2.22E-05,-3.84E-06,-1.32E-20
2.19E-05,-1.02E-05,1.19E-22
2.11E-05,-1.61E-05,1.08E-20
1.99E-05,-2.15E-05,1.01E-20
1.85E-05,-2.62E-05,-8.63E-21
1.70E-05,-3.03E-05,6.73E-21
1.54E-05,-3.37E-05,-8.85E-21
1.39E-05,-3.64E-05,1.00E-20
1.25E-05,-3.85E-05,-9.81E-21
1.12E-05,-4.00E-05,-1.80E-21
1.00E-05,-4.09E-05,-1.69E-21
9.02E-06,-4.11E-05,-9.33E-21
8.09E-06,-4.08E-05,4.20E-22
7.24E-06,-3.99E-05,1.80E-21
6.46E-06,-3.86E-05,5.44E-21
5.72E-06,-3.68E-05,-3.63E-21
5.03E-06,-3.48E-05,4.68E-21
4.38E-06,-3.27E-05,-1.74E-21
3.78E-06,-3.04E-05,0
3.24E-06,-2.81E-05,-2.47E-21
2.75E-06,-2.58E-05,2.02E-21
2.32E-06,-2.35E-05,0
1.94E-06,-2.13E-05,1.35E-21
1.61E-06,-1.92E-05,-1.43E-21
1.32E-06,-1.71E-05,1.80E-21
1.07E-06,-1.50E-05,-2.11E-21
8.48E-07,-1.28E-05,1.15E-21
6.49E-07,-1.05E-05,-1.91E-21
4.64E-07,-8.01E-06,1.48E-21
2.87E-07,-5.35E-06,-1.02E-21
1.13E-07,-2.53E-06,8.08E-22
-5.84E-08,3.63E-07,-2.83E-22
-2.27E-07,3.19E-06,0
-3.91E-07,5.77E-06,0
-5.44E-07,7.96E-06,-5.31E-22
-6.78E-07,9.63E-06,5.65E-22
-7.86E-07,1.07E-05,1.04E-21
-8.62E-07,1.13E-05,-7.79E-22
-8.99E-07,1.13E-05,-9.83E-22
-8.94E-07,1.10E-05,1.19E-21
-8.43E-07,1.05E-05,5.80E-22
-7.40E-07,9.75E-06,-4.68E-22
-5.78E-07,8.61E-06,0
-3.52E-07,6.53E-06,9.24E-23
-5.36E-08,1.89E-06,2.00E-22
3.18E-07,-9.61E-06,-1.08E-22
7.64E-07,-4.08E-05,-5.78E-23
1.28E-06,-0.00014252,1.04E-22
2.22E-06,-0.00079153,-3.64E-22
1.11E-06,-0.00097213,7.00E-23
-0.00078436,0.00083877,0
-0.00076493,0.00083448,-5.92E-23
-0.00036533,0.00041466,-4.39E-20
-0.00022617,0.00026967,4.05E-20
-0.00016353,0.00020543,-9.18E-23
-0.0001276,0.00016928,4.79E-20
-0.00010396,0.00014601,-4.45E-20
-8.70E-05,0.00012971,-1.75E-22
-7.40E-05,0.00011758,1.72E-22
-6.36E-05,0.00010816,-3.38E-22
-5.49E-05,0.00010054,3.47E-22
-4.74E-05,9.42E-05,0
-4.07E-05,8.87E-05,0
-3.47E-05,8.38E-05,0
-2.90E-05,7.94E-05,-6.29E-22
-2.37E-05,7.51E-05,-1.96E-20
-1.85E-05,7.09E-05,-1.35E-21
-1.35E-05,6.67E-05,1.84E-20
-8.62E-06,6.23E-05,1.81E-20
-3.83E-06,5.76E-05,-3.51E-20
8.24E-07,5.25E-05,1.55E-20
5.28E-06,4.71E-05,1.01E-21
9.48E-06,4.11E-05,0
1.33E-05,3.48E-05,1.46E-20
1.67E-05,2.80E-05,-1.48E-20
1.95E-05,2.08E-05,-9.18E-22
2.16E-05,1.35E-05,1.72E-21
2.31E-05,6.20E-06,-1.66E-21
2.38E-05,-9.83E-07,0
2.39E-05,-7.85E-06,1.38E-20
2.33E-05,-1.42E-05,-1.03E-20
2.23E-05,-2.00E-05,-1.10E-20
2.09E-05,-2.52E-05,2.71E-22
1.93E-05,-2.96E-05,2.00E-20
1.75E-05,-3.33E-05,-9.61E-21
1.58E-05,-3.63E-05,0
1.42E-05,-3.86E-05,0
1.27E-05,-4.04E-05,0
1.13E-05,-4.14E-05,-5.29E-21
1.01E-05,-4.20E-05,2.15E-21
9.06E-06,-4.19E-05,8.27E-21
8.11E-06,-4.13E-05,1.52E-21
7.24E-06,-4.03E-05,0
6.45E-06,-3.88E-05,2.56E-21
5.71E-06,-3.70E-05,-2.59E-21
5.02E-06,-3.49E-05,0
4.38E-06,-3.27E-05,2.17E-21
3.79E-06,-3.03E-05,-2.22E-21
3.26E-06,-2.80E-05,5.16E-22
2.78E-06,-2.57E-05,0
2.35E-06,-2.35E-05,0
1.97E-06,-2.13E-05,-1.84E-21
1.65E-06,-1.91E-05,3.75E-21
1.36E-06,-1.70E-05,-1.91E-21
1.11E-06,-1.49E-05,1.15E-21
8.85E-07,-1.27E-05,-5.04E-22
6.82E-07,-1.03E-05,-9.82E-22
4.92E-07,-7.82E-06,-1.24E-21
3.10E-07,-5.15E-06,1.05E-21
1.32E-07,-2.34E-06,4.09E-22
-4.47E-08,5.14E-07,0
-2.17E-07,3.28E-06,0
-3.84E-07,5.80E-06,8.30E-22
-5.36E-07,7.92E-06,-7.09E-22
-6.68E-07,9.53E-06,-7.78E-22
-7.74E-07,1.06E-05,-1.23E-23
-8.47E-07,1.12E-05,1.02E-21
-8.80E-07,1.13E-05,-1.91E-25
-8.69E-07,1.11E-05,-1.35E-22
-8.11E-07,1.07E-05,-5.89E-22
-6.99E-07,1.02E-05,-5.91E-24
-5.30E-07,9.33E-06,1.38E-21
-2.95E-07,7.50E-06,-8.43E-22
1.01E-08,3.05E-06,-5.09E-22
3.87E-07,-8.55E-06,9.87E-22
8.31E-07,-4.06E-05,-4.14E-22
1.34E-06,-0.00014579,6.11E-23
2.25E-06,-0.00080774,5.77E-23
1.15E-06,-0.00098743,0
-0.00086571,0.00090863,0
-0.00084084,0.00089955,0
-0.00039675,0.0004409,8.80E-23
-0.0002453,0.00028574,0
-0.00017739,0.00021723,9.44E-23
-0.00013848,0.00017872,5.20E-20
-0.00011289,0.00015397,-4.81E-20
-9.45E-05,0.00013665,-5.09E-20
-8.04E-05,0.00012378,4.72E-20
-6.91E-05,0.00011379,0
-5.97E-05,0.00010572,-4.82E-20
-5.15E-05,9.90E-05,4.41E-20
-4.42E-05,9.32E-05,0
-3.76E-05,8.80E-05,-3.46E-22
-3.14E-05,8.31E-05,6.46E-22
-2.54E-05,7.85E-05,-2.10E-20
-1.97E-05,7.39E-05,1.96E-20
-1.41E-05,6.92E-05,-2.11E-20
-8.62E-06,6.42E-05,1.80E-20
-3.29E-06,5.89E-05,5.66E-22
1.87E-06,5.32E-05,1.15E-21
6.77E-06,4.70E-05,1.88E-20
1.13E-05,4.03E-05,-3.38E-20
1.54E-05,3.31E-05,1.62E-20
1.89E-05,2.55E-05,-1.00E-21
2.17E-05,1.77E-05,9.41E-22
2.38E-05,9.88E-06,0
2.51E-05,2.12E-06,0
2.56E-05,-5.32E-06,-1.34E-20
2.54E-05,-1.23E-05,2.56E-20
2.45E-05,-1.86E-05,-2.58E-20
2.32E-05,-2.42E-05,1.16E-20
2.16E-05,-2.90E-05,0
1.98E-05,-3.31E-05,0
1.79E-05,-3.63E-05,0
1.60E-05,-3.89E-05,0
1.43E-05,-4.08E-05,8.28E-21
1.27E-05,-4.21E-05,-1.59E-20
1.13E-05,-4.28E-05,4.37E-22
1.01E-05,-4.30E-05,7.18E-21
9.01E-06,-4.26E-05,6.30E-21
8.04E-06,-4.18E-05,-6.31E-21
7.17E-06,-4.06E-05,0
6.38E-06,-3.90E-05,0
5.65E-06,-3.70E-05,-6.27E-22
4.97E-06,-3.49E-05,0
4.35E-06,-3.26E-05,2.19E-21
3.77E-06,-3.03E-05,-2.24E-21
3.25E-06,-2.79E-05,0
2.78E-06,-2.56E-05,-5.00E-22
2.36E-06,-2.34E-05,4.87E-22
2.00E-06,-2.12E-05,4.78E-22
1.67E-06,-1.90E-05,-1.85E-21
1.39E-06,-1.69E-05,3.78E-21
1.14E-06,-1.47E-05,-1.94E-21
9.15E-07,-1.25E-05,2.41E-22
7.09E-07,-1.01E-05,0
5.15E-07,-7.63E-06,0
3.29E-07,-4.95E-06,-2.64E-22
1.47E-07,-2.16E-06,-1.39E-22
-3.24E-08,6.60E-07,-1.18E-21
-2.07E-07,3.37E-06,1.25E-21
-3.74E-07,5.82E-06,-1.01E-21
-5.27E-07,7.88E-06,7.22E-22
-6.57E-07,9.43E-06,2.95E-22
-7.59E-07,1.05E-05,-9.65E-22
-8.27E-07,1.11E-05,8.04E-22
-8.55E-07,1.13E-05,-1.14E-21
-8.40E-07,1.12E-05,5.38E-22
-7.74E-07,1.10E-05,5.92E-22
-6.56E-07,1.07E-05,5.69E-22
-4.77E-07,1.01E-05,-7.00E-22
-2.35E-07,8.54E-06,0
7.56E-08,4.25E-06,0
4.56E-07,-7.49E-06,-4.46E-22
8.94E-07,-4.06E-05,7.16E-22
1.39E-06,-0.00014957,-2.54E-22
2.27E-06,-0.00082478,-5.87E-23
1.18E-06,-0.0010032,-5.36E-24
-0.00094346,0.00098294,0
-0.00091283,0.00096863,0
-0.0004255,0.00046843,5.14E-20
-0.00026291,0.00030289,-4.75E-20
-0.00019025,0.00023005,0
-0.00014862,0.00018916,-5.59E-20
-0.00012123,0.00016288,5.19E-20
-0.00010153,0.0001445,2.12E-22
-8.64E-05,0.00013087,-2.09E-22
-7.43E-05,0.00012028,0
-6.41E-05,0.00011172,0
-5.52E-05,0.00010455,3.73E-22
-4.73E-05,9.83E-05,-3.81E-22
-4.00E-05,9.27E-05,3.54E-22
-3.31E-05,8.75E-05,-2.27E-20
-2.65E-05,8.23E-05,2.15E-20
-2.02E-05,7.72E-05,0
-1.40E-05,7.19E-05,6.37E-22
-7.93E-06,6.62E-05,1.27E-21
-2.06E-06,6.01E-05,-1.94E-20
3.56E-06,5.35E-05,1.76E-20
8.83E-06,4.64E-05,-2.32E-21
1.36E-05,3.88E-05,0
1.79E-05,3.08E-05,1.85E-20
2.14E-05,2.24E-05,-1.66E-20
2.41E-05,1.39E-05,0
2.59E-05,5.52E-06,1.54E-20
2.69E-05,-2.58E-06,-4.29E-23
2.71E-05,-1.02E-05,-1.40E-20
2.65E-05,-1.71E-05,0
2.54E-05,-2.33E-05,1.40E-20
2.38E-05,-2.86E-05,-1.20E-20
2.19E-05,-3.30E-05,-1.40E-21
1.99E-05,-3.66E-05,0
1.79E-05,-3.94E-05,1.23E-21
1.59E-05,-4.15E-05,-1.15E-21
1.42E-05,-4.29E-05,0
1.26E-05,-4.38E-05,-1.00E-21
1.11E-05,-4.41E-05,0
9.91E-06,-4.39E-05,0
8.83E-06,-4.33E-05,-8.16E-22
7.87E-06,-4.23E-05,7.63E-22
7.02E-06,-4.08E-05,0
6.24E-06,-3.91E-05,3.28E-21
5.53E-06,-3.71E-05,-5.09E-21
4.87E-06,-3.49E-05,7.70E-22
4.27E-06,-3.26E-05,2.94E-21
3.71E-06,-3.02E-05,0
3.21E-06,-2.78E-05,-5.22E-22
2.76E-06,-2.55E-05,5.09E-22
2.36E-06,-2.33E-05,-2.17E-21
2.00E-06,-2.11E-05,1.51E-21
1.68E-06,-1.89E-05,0
1.41E-06,-1.68E-05,-2.12E-21
1.16E-06,-1.46E-05,1.96E-21
9.36E-07,-1.23E-05,0
7.28E-07,-9.96E-06,0
5.33E-07,-7.43E-06,2.58E-22
3.45E-07,-4.76E-06,2.69E-22
1.61E-07,-1.98E-06,1.27E-21
-2.09E-08,7.99E-07,-1.05E-21
-1.97E-07,3.45E-06,-1.60E-22
-3.64E-07,5.84E-06,1.03E-21
-5.15E-07,7.83E-06,9.14E-24
-6.44E-07,9.34E-06,-8.94E-22
-7.42E-07,1.04E-05,7.99E-26
-8.05E-07,1.10E-05,-9.48E-22
-8.28E-07,1.13E-05,-1.31E-23
-8.06E-07,1.14E-05,1.73E-21
-7.35E-07,1.14E-05,-1.21E-21
-6.09E-07,1.13E-05,7.36E-22
-4.23E-07,1.10E-05,-7.18E-22
-1.73E-07,9.65E-06,7.74E-22
1.43E-07,5.49E-06,0
5.23E-07,-6.48E-06,0
9.53E-07,-4.08E-05,-2.40E-22
1.43E-06,-0.00015386,1.95E-22
2.27E-06,-0.0008426,2.99E-23
1.21E-06,-0.0010195,5.45E-24
-0.001027,0.0010622,8.85E-23
-0.00099019,0.0010427,4.05E-23
-0.00045575,0.0004978,0
-0.00028124,0.00032131,0
-0.00020356,0.00024399,-1.15E-22
-0.00015909,0.00020064,-6.00E-20
-0.00012981,0.0001728,5.55E-20
-0.00010872,0.00015335,-4.46E-22
-9.25E-05,0.00013891,-5.74E-20
-7.94E-05,0.00012768,5.36E-20
-6.84E-05,0.00011858,0
-5.87E-05,0.00011092,-5.36E-20
-5.01E-05,0.0001042,5.06E-20
-4.21E-05,9.81E-05,-3.98E-22
-3.45E-05,9.23E-05,-2.51E-20
-2.72E-05,8.66E-05,2.30E-20
-2.02E-05,8.07E-05,0
-1.33E-05,7.46E-05,2.26E-20
-6.67E-06,6.80E-05,8.45E-23
-2.82E-07,6.10E-05,-2.13E-20
5.75E-06,5.33E-05,0
1.13E-05,4.52E-05,1.21E-21
1.63E-05,3.65E-05,1.21E-21
2.05E-05,2.75E-05,-1.96E-20
2.39E-05,1.83E-05,1.85E-20
2.63E-05,9.21E-06,0
2.78E-05,3.74E-07,0
2.84E-05,-7.95E-06,0
2.81E-05,-1.56E-05,1.44E-20
2.72E-05,-2.23E-05,-1.38E-20
2.57E-05,-2.82E-05,1.06E-23
2.39E-05,-3.30E-05,-1.20E-20
2.18E-05,-3.70E-05,1.16E-20
1.97E-05,-4.00E-05,-1.05E-20
1.76E-05,-4.23E-05,8.97E-21
