grad(k):0,grad(k):1,grad(k):2
7.95E-07,1.80E-05,0
9.90E-07,2.51E-05,0
1.12E-06,3.14E-05,-1.25E-22
1.15E-06,3.59E-05,-1.40E-22
1.06E-06,3.73E-05,-7.78E-23
8.50E-07,3.48E-05,0
5.47E-07,2.71E-05,0
1.79E-07,1.24E-05,0
-2.19E-07,-1.31E-05,0
-6.14E-07,-6.06E-05,6.07E-23
-9.75E-07,-0.00017383,0
-1.26E-06,-0.00080874,0
-2.51E-07,-0.0010076,0
9.88E-07,0.00065432,-8.13E-24
3.05E-06,0.00060211,0
4.24E-06,0.00030202,0
5.01E-06,0.00020159,0
5.62E-06,0.00015607,-4.94E-23
6.14E-06,0.00013003,1.01E-22
6.61E-06,0.00011312,0
7.05E-06,0.00010123,-9.84E-23
7.48E-06,9.24E-05,-1.89E-24
7.89E-06,8.56E-05,3.70E-24
8.30E-06,8.02E-05,-1.93E-22
8.71E-06,7.58E-05,-1.86E-22
9.11E-06,7.22E-05,0
9.51E-06,6.90E-05,0
9.89E-06,6.62E-05,6.50E-24
1.03E-05,6.36E-05,0
1.06E-05,6.11E-05,3.41E-22
1.09E-05,5.87E-05,-3.35E-22
1.12E-05,5.62E-05,3.36E-22
1.13E-05,5.35E-05,0
1.14E-05,5.06E-05,1.02E-23
1.13E-05,4.73E-05,9.62E-24
1.11E-05,4.37E-05,6.23E-22
1.07E-05,3.96E-05,6.14E-22
1.00E-05,3.48E-05,0
9.09E-06,2.93E-05,5.95E-22
7.93E-06,2.29E-05,-1.17E-21
6.57E-06,1.57E-05,0
5.07E-06,7.67E-06,0
3.53E-06,-9.30E-07,1.08E-21
2.08E-06,-9.69E-06,0
8.27E-07,-1.80E-05,-9.99E-22
-1.57E-07,-2.51E-05,-9.51E-22
-8.62E-07,-3.04E-05,0
-1.35E-06,-3.33E-05,8.50E-22
-1.71E-06,-3.41E-05,0
-2.04E-06,-3.30E-05,0
-2.37E-06,-3.09E-05,0
-2.70E-06,-2.85E-05,6.77E-22
-3.00E-06,-2.63E-05,0
-3.22E-06,-2.46E-05,6.22E-22
-3.36E-06,-2.35E-05,6.00E-22
-3.39E-06,-2.29E-05,5.81E-22
-3.34E-06,-2.28E-05,5.64E-22
-3.21E-06,-2.28E-05,0
-3.02E-06,-2.30E-05,0
-2.79E-06,-2.31E-05,0
-2.54E-06,-2.32E-05,-5.15E-22
-2.28E-06,-2.31E-05,-5.02E-22
-2.02E-06,-2.29E-05,0
-1.77E-06,-2.25E-05,0
-1.54E-06,-2.19E-05,0
-1.33E-06,-2.13E-05,4.81E-22
-1.14E-06,-2.05E-05,2.40E-22
-9.76E-07,-1.96E-05,0
-8.30E-07,-1.86E-05,0
-7.01E-07,-1.75E-05,0
-5.85E-07,-1.62E-05,-4.96E-22
-4.78E-07,-1.47E-05,0
-3.74E-07,-1.30E-05,2.62E-22
-2.64E-07,-1.08E-05,0
-1.42E-07,-8.07E-06,-7.64E-26
1.68E-09,-4.59E-06,-1.49E-22
1.72E-07,-1.92E-07,-1.59E-22
3.71E-07,5.21E-06,-1.71E-22
5.91E-07,1.16E-05,0
8.10E-07,1.85E-05,0
9.95E-07,2.55E-05,0
1.11E-06,3.16E-05,0
1.12E-06,3.57E-05,1.40E-22
1.01E-06,3.68E-05,0
7.95E-07,3.38E-05,-8.72E-23
4.87E-07,2.57E-05,-9.64E-23
1.20E-07,1.08E-05,0
-2.72E-07,-1.50E-05,0
-6.55E-07,-6.25E-05,-6.07E-23
-1.00E-06,-0.00017558,0
-1.27E-06,-0.00080636,5.76E-23
-2.55E-07,-0.0010028,0
8.91E-07,0.00066744,8.13E-24
2.72E-06,0.00061237,0
3.80E-06,0.00030777,0
4.50E-06,0.00020533,0
5.04E-06,0.00015888,4.94E-23
5.51E-06,0.00013233,-2.03E-22
5.93E-06,0.00011507,1.03E-22
6.32E-06,0.00010295,1.02E-22
6.70E-06,9.40E-05,9.93E-23
7.06E-06,8.71E-05,-1.96E-22
7.42E-06,8.15E-05,3.89E-22
7.77E-06,7.70E-05,0
8.12E-06,7.33E-05,-1.89E-22
8.46E-06,7.00E-05,-1.86E-22
8.80E-06,6.71E-05,-3.59E-22
9.11E-06,6.44E-05,0
9.41E-06,6.18E-05,-3.52E-22
9.67E-06,5.93E-05,3.46E-22
9.88E-06,5.66E-05,-3.36E-22
1.00E-05,5.37E-05,0
1.00E-05,5.06E-05,-1.31E-21
9.98E-06,4.72E-05,8.47E-24
9.77E-06,4.33E-05,0
9.39E-06,3.89E-05,-6.29E-22
8.81E-06,3.39E-05,0
8.03E-06,2.81E-05,6.07E-22
7.04E-06,2.15E-05,0
5.86E-06,1.42E-05,-1.16E-21
4.57E-06,6.09E-06,1.13E-21
3.24E-06,-2.44E-06,-1.09E-21
1.98E-06,-1.10E-05,0
8.72E-07,-1.91E-05,-1.00E-21
-1.20E-08,-2.59E-05,9.51E-22
-6.68E-07,-3.09E-05,0
-1.14E-06,-3.38E-05,0
-1.51E-06,-3.44E-05,0
-1.85E-06,-3.33E-05,0
-2.20E-06,-3.12E-05,-7.11E-22
-2.53E-06,-2.88E-05,-6.77E-22
-2.84E-06,-2.65E-05,0
-3.08E-06,-2.47E-05,-6.22E-22
-3.23E-06,-2.36E-05,-3.19E-24
-3.28E-06,-2.29E-05,-5.81E-22
-3.24E-06,-2.27E-05,-5.64E-22
-3.13E-06,-2.27E-05,0
-2.96E-06,-2.28E-05,0
-2.75E-06,-2.29E-05,0
-2.51E-06,-2.29E-05,-5.09E-22
-2.26E-06,-2.28E-05,5.02E-22
-2.01E-06,-2.26E-05,4.91E-22
-1.77E-06,-2.22E-05,-4.85E-22
-1.54E-06,-2.17E-05,4.80E-22
-1.34E-06,-2.10E-05,-2.39E-22
-1.15E-06,-2.03E-05,-2.38E-22
-9.88E-07,-1.94E-05,0
-8.42E-07,-1.84E-05,0
-7.13E-07,-1.73E-05,0
-5.96E-07,-1.60E-05,2.48E-22
-4.88E-07,-1.46E-05,0
-3.80E-07,-1.28E-05,0
-2.67E-07,-1.06E-05,0
-1.40E-07,-7.81E-06,-1.42E-22
1.01E-08,-4.27E-06,0
1.85E-07,2.11E-07,1.59E-22
3.87E-07,5.70E-06,-1.71E-22
6.07E-07,1.21E-05,-9.30E-23
8.21E-07,1.91E-05,0
9.96E-07,2.59E-05,0
1.10E-06,3.18E-05,-1.26E-22
1.09E-06,3.55E-05,-7.04E-23
9.70E-07,3.62E-05,7.86E-23
7.40E-07,3.28E-05,-2.02E-25
4.28E-07,2.43E-05,9.64E-23
6.25E-08,9.08E-06,0
-3.22E-07,-1.68E-05,0
-6.95E-07,-6.44E-05,-6.04E-23
-1.03E-06,-0.00017723,0
-1.27E-06,-0.0008039,-5.76E-23
-2.58E-07,-0.00099801,0
7.98E-07,0.00067913,0
2.41E-06,0.00062152,-3.51E-23
3.38E-06,0.00031297,0
4.01E-06,0.0002087,0
4.50E-06,0.00016141,0
4.92E-06,0.00013437,1.02E-22
5.29E-06,0.00011681,1.55E-24
5.64E-06,0.00010447,-2.06E-22
5.96E-06,9.53E-05,0
6.28E-06,8.83E-05,1.01E-22
6.59E-06,8.27E-05,-1.96E-22
6.89E-06,7.81E-05,0
7.19E-06,7.42E-05,1.89E-22
7.48E-06,7.09E-05,1.86E-22
7.76E-06,6.79E-05,0
8.03E-06,6.51E-05,0
8.27E-06,6.24E-05,3.52E-22
8.48E-06,5.98E-05,-6.97E-22
8.64E-06,5.70E-05,0
8.75E-06,5.39E-05,0
8.77E-06,5.07E-05,-7.89E-24
8.71E-06,4.70E-05,-6.50E-22
8.52E-06,4.30E-05,0
8.19E-06,3.83E-05,6.29E-22
7.69E-06,3.31E-05,0
7.01E-06,2.71E-05,-6.07E-22
6.16E-06,2.03E-05,0
5.16E-06,1.28E-05,-6.55E-24
4.06E-06,4.74E-06,-1.13E-21
2.92E-06,-3.74E-06,1.09E-21
1.84E-06,-1.22E-05,0
8.78E-07,-2.00E-05,1.00E-21
9.67E-08,-2.67E-05,0
-5.01E-07,-3.15E-05,0
-9.53E-07,-3.42E-05,0
-1.32E-06,-3.48E-05,-7.96E-22
-1.67E-06,-3.37E-05,-7.50E-22
-2.02E-06,-3.15E-05,7.11E-22
-2.37E-06,-2.91E-05,0
-2.69E-06,-2.68E-05,0
-2.94E-06,-2.49E-05,0
-3.10E-06,-2.37E-05,-5.97E-22
-3.17E-06,-2.30E-05,-5.74E-22
-3.15E-06,-2.26E-05,-5.57E-22
-3.05E-06,-2.26E-05,0
-2.90E-06,-2.26E-05,0
-2.70E-06,-2.27E-05,-5.17E-22
-2.47E-06,-2.27E-05,1.02E-21
-2.24E-06,-2.26E-05,0
-2.00E-06,-2.23E-05,-4.91E-22
-1.76E-06,-2.20E-05,4.85E-22
-1.54E-06,-2.14E-05,-4.80E-22
-1.34E-06,-2.08E-05,8.89E-25
-1.16E-06,-2.00E-05,4.75E-22
-9.99E-07,-1.92E-05,0
-8.54E-07,-1.82E-05,-2.40E-22
-7.25E-07,-1.71E-05,0
-6.07E-07,-1.59E-05,0
-4.97E-07,-1.44E-05,0
-3.85E-07,-1.26E-05,0
-2.68E-07,-1.04E-05,0
-1.37E-07,-7.55E-06,0
1.68E-08,-3.93E-06,-1.49E-22
1.98E-07,6.24E-07,1.59E-22
4.03E-07,6.18E-06,1.71E-22
6.21E-07,1.26E-05,9.30E-23
8.30E-07,1.96E-05,0
9.95E-07,2.63E-05,0
1.08E-06,3.19E-05,1.26E-22
1.06E-06,3.53E-05,7.04E-23
9.24E-07,3.55E-05,-7.86E-23
6.85E-07,3.17E-05,8.74E-23
3.68E-07,2.29E-05,0
5.06E-09,7.43E-06,0
-3.71E-07,-1.86E-05,0
-7.32E-07,-6.62E-05,6.04E-23
-1.05E-06,-0.0001788,6.16E-23
-1.28E-06,-0.00080138,-5.70E-23
-2.60E-07,-0.00099318,0
7.09E-07,0.00068947,0
2.12E-06,0.00062962,-4.61E-25
2.99E-06,0.00031764,0
3.56E-06,0.00021171,0
3.99E-06,0.00016365,0
4.36E-06,0.00013618,0
4.69E-06,0.00011833,-2.10E-22
4.99E-06,0.0001058,-1.36E-24
5.27E-06,9.65E-05,0
5.55E-06,8.93E-05,-1.01E-22
5.81E-06,8.36E-05,0
6.07E-06,7.90E-05,-1.98E-22
6.32E-06,7.50E-05,0
6.56E-06,7.16E-05,0
6.79E-06,6.85E-05,0
7.01E-06,6.57E-05,0
7.21E-06,6.29E-05,0
7.38E-06,6.01E-05,7.06E-22
7.50E-06,5.72E-05,-3.49E-22
7.57E-06,5.41E-05,-3.43E-22
7.58E-06,5.07E-05,6.68E-22
7.52E-06,4.69E-05,0
7.35E-06,4.26E-05,0
7.05E-06,3.78E-05,0
6.62E-06,3.24E-05,0
6.05E-06,2.62E-05,0
5.32E-06,1.93E-05,-6.01E-22
4.48E-06,1.17E-05,1.75E-21
3.55E-06,3.60E-06,0
2.59E-06,-4.84E-06,0
1.67E-06,-1.32E-05,0
8.50E-07,-2.09E-05,-1.00E-21
1.73E-07,-2.73E-05,-9.52E-22
-3.61E-07,-3.20E-05,0
-7.82E-07,-3.46E-05,0
-1.14E-06,-3.51E-05,1.59E-21
-1.50E-06,-3.40E-05,7.50E-22
-1.85E-06,-3.19E-05,0
-2.21E-06,-2.94E-05,0
-2.54E-06,-2.70E-05,6.39E-22
-2.80E-06,-2.51E-05,0
-2.98E-06,-2.38E-05,0
-3.06E-06,-2.30E-05,5.74E-22
-3.06E-06,-2.26E-05,1.11E-21
-2.98E-06,-2.24E-05,5.39E-22
-2.84E-06,-2.24E-05,0
-2.65E-06,-2.25E-05,5.17E-22
-2.44E-06,-2.25E-05,-5.06E-22
-2.21E-06,-2.23E-05,-4.94E-22
-1.98E-06,-2.21E-05,0
-1.76E-06,-2.17E-05,-4.81E-22
-1.54E-06,-2.12E-05,0
-1.35E-06,-2.06E-05,8.91E-25
-1.17E-06,-1.98E-05,-2.37E-22
-1.01E-06,-1.90E-05,0
-8.65E-07,-1.80E-05,2.40E-22
-7.36E-07,-1.69E-05,0
-6.16E-07,-1.57E-05,0
-5.04E-07,-1.42E-05,-1.26E-22
-3.90E-07,-1.24E-05,1.30E-22
-2.69E-07,-1.02E-05,-1.35E-22
-1.33E-07,-7.27E-06,1.41E-22
2.52E-08,-3.59E-06,1.49E-22
2.10E-07,1.05E-06,-1.59E-22
4.17E-07,6.67E-06,-8.58E-23
6.34E-07,1.32E-05,-9.34E-23
8.38E-07,2.01E-05,0
9.91E-07,2.66E-05,0
1.06E-06,3.20E-05,-1.27E-22
1.02E-06,3.50E-05,0
8.76E-07,3.48E-05,0
6.28E-07,3.07E-05,0
3.09E-07,2.15E-05,-9.67E-23
-5.06E-08,5.81E-06,0
-4.18E-07,-2.03E-05,-5.69E-23
-7.67E-07,-6.79E-05,0
-1.07E-06,-0.00018027,-6.16E-23
-1.28E-06,-0.0007988,5.70E-23
-2.62E-07,-0.00098834,-5.87E-24
6.25E-07,0.00069856,0
1.86E-06,0.00063676,3.56E-23
2.63E-06,0.00032181,0
3.13E-06,0.00021438,0
3.51E-06,0.00016564,0
3.83E-06,0.00013776,0
4.12E-06,0.00011966,1.06E-22
4.38E-06,0.00010695,1.05E-22
4.62E-06,9.75E-05,-1.05E-22
4.85E-06,9.03E-05,0
5.08E-06,8.45E-05,2.04E-22
5.29E-06,7.97E-05,1.98E-22
5.50E-06,7.57E-05,0
5.70E-06,7.22E-05,1.93E-22
5.89E-06,6.91E-05,-1.89E-22
6.06E-06,6.62E-05,0
6.22E-06,6.33E-05,0
6.34E-06,6.04E-05,-7.13E-22
6.43E-06,5.74E-05,7.01E-22
6.48E-06,5.42E-05,3.43E-22
6.48E-06,5.07E-05,-3.40E-22
6.40E-06,4.68E-05,0
6.25E-06,4.24E-05,0
5.99E-06,3.74E-05,6.45E-22
5.62E-06,3.18E-05,0
5.13E-06,2.55E-05,0
4.52E-06,1.85E-05,6.01E-22
3.81E-06,1.08E-05,-5.85E-22
3.03E-06,2.65E-06,-1.14E-21
2.24E-06,-5.76E-06,0
1.47E-06,-1.40E-05,0
7.90E-07,-2.16E-05,1.00E-21
2.17E-07,-2.79E-05,-2.33E-25
-2.47E-07,-3.24E-05,-8.98E-22
-6.30E-07,-3.49E-05,0
-9.78E-07,-3.54E-05,-9.90E-25
-1.33E-06,-3.43E-05,0
-1.69E-06,-3.22E-05,7.05E-22
-2.05E-06,-2.97E-05,0
-2.39E-06,-2.73E-05,-6.39E-22
-2.66E-06,-2.53E-05,0
-2.85E-06,-2.39E-05,5.88E-22
-2.95E-06,-2.30E-05,0
-2.96E-06,-2.26E-05,-3.00E-24
-2.90E-06,-2.24E-05,-5.39E-22
-2.77E-06,-2.23E-05,0
-2.60E-06,-2.23E-05,0
-2.40E-06,-2.23E-05,0
-2.19E-06,-2.21E-05,4.94E-22
-1.96E-06,-2.19E-05,4.84E-22
-1.75E-06,-2.15E-05,4.81E-22
-1.54E-06,-2.10E-05,0
-1.35E-06,-2.04E-05,2.37E-22
-1.17E-06,-1.96E-05,0
-1.02E-06,-1.88E-05,2.36E-22
-8.74E-07,-1.78E-05,2.38E-22
-7.44E-07,-1.68E-05,0
-6.25E-07,-1.55E-05,0
-5.10E-07,-1.40E-05,1.26E-22
-3.95E-07,-1.22E-05,-1.30E-22
-2.70E-07,-9.92E-06,1.35E-22
-1.30E-07,-6.99E-06,-1.41E-22
3.35E-08,-3.23E-06,0
2.20E-07,1.47E-06,0
4.29E-07,7.17E-06,8.58E-23
6.45E-07,1.37E-05,1.87E-22
8.42E-07,2.05E-05,0
9.84E-07,2.69E-05,0
1.04E-06,3.20E-05,1.27E-22
9.87E-07,3.47E-05,7.11E-23
8.25E-07,3.41E-05,0
5.71E-07,2.96E-05,-8.79E-23
2.51E-07,2.01E-05,9.67E-23
-1.04E-07,4.21E-06,-5.28E-23
-4.63E-07,-2.20E-05,5.69E-23
-8.00E-07,-6.95E-05,0
-1.09E-06,-0.00018166,0
-1.28E-06,-0.00079618,0
-2.63E-07,-0.00098348,5.87E-24
5.46E-07,0.00070649,0
1.61E-06,0.00064301,-1.82E-23
2.29E-06,0.0003255,0
2.73E-06,0.00021673,0
3.07E-06,0.00016736,0
3.34E-06,0.00013914,0
3.59E-06,0.00012081,0
3.81E-06,0.00010793,0
4.02E-06,9.84E-05,-1.01E-24
4.21E-06,9.10E-05,-1.04E-22
4.39E-06,8.51E-05,-3.06E-22
4.57E-06,8.03E-05,0
4.74E-06,7.63E-05,-1.98E-22
4.89E-06,7.27E-05,-1.93E-22
5.04E-06,6.95E-05,3.80E-22
5.17E-06,6.65E-05,-1.87E-22
5.29E-06,6.36E-05,3.68E-22
5.37E-06,6.07E-05,3.58E-22
5.43E-06,5.76E-05,-7.07E-22
5.46E-06,5.43E-05,-3.49E-22
5.44E-06,5.06E-05,3.40E-22
5.37E-06,4.66E-05,-6.74E-22
5.22E-06,4.21E-05,-6.62E-22
4.99E-06,3.70E-05,-6.45E-22
4.67E-06,3.13E-05,0
4.26E-06,2.49E-05,-6.22E-22
3.75E-06,1.78E-05,-6.07E-22
3.16E-06,1.00E-05,0
2.53E-06,1.86E-06,1.14E-21
1.88E-06,-6.51E-06,0
1.26E-06,-1.47E-05,0
7.03E-07,-2.21E-05,-1.00E-21
2.31E-07,-2.83E-05,1.90E-21
-1.60E-07,-3.28E-05,8.98E-22
-5.00E-07,-3.53E-05,0
-8.25E-07,-3.58E-05,-7.94E-22
-1.17E-06,-3.47E-05,0
-1.53E-06,-3.25E-05,-7.05E-22
-1.90E-06,-3.00E-05,0
-2.24E-06,-2.76E-05,0
-2.53E-06,-2.56E-05,0
-2.73E-06,-2.41E-05,-1.17E-21
-2.85E-06,-2.31E-05,0
-2.87E-06,-2.25E-05,-1.10E-21
-2.82E-06,-2.23E-05,0
-2.71E-06,-2.22E-05,0
-2.55E-06,-2.21E-05,0
-2.37E-06,-2.21E-05,4.98E-22
-2.16E-06,-2.19E-05,0
-1.95E-06,-2.16E-05,-4.84E-22
-1.74E-06,-2.13E-05,0
-1.54E-06,-2.08E-05,0
-1.35E-06,-2.01E-05,0
-1.18E-06,-1.94E-05,0
-1.02E-06,-1.86E-05,-2.36E-22
-8.81E-07,-1.77E-05,-6.72E-25
-7.53E-07,-1.66E-05,0
-6.33E-07,-1.53E-05,0
-5.17E-07,-1.39E-05,0
-3.98E-07,-1.20E-05,1.30E-22
-2.69E-07,-9.68E-06,1.35E-22
-1.26E-07,-6.69E-06,1.41E-22
4.02E-08,-2.88E-06,0
2.32E-07,1.90E-06,0
4.41E-07,7.66E-06,0
6.55E-07,1.42E-05,-9.37E-23
8.43E-07,2.09E-05,-1.03E-22
9.73E-07,2.72E-05,1.15E-22
1.01E-06,3.20E-05,-6.39E-23
9.47E-07,3.43E-05,2.22E-25
7.74E-07,3.34E-05,0
5.14E-07,2.85E-05,8.79E-23
1.93E-07,1.87E-05,9.69E-23
-1.55E-07,2.64E-06,5.28E-23
-5.06E-07,-2.37E-05,-5.67E-23
-8.29E-07,-7.11E-05,0
-1.10E-06,-0.00018296,0
-1.28E-06,-0.00079351,0
-2.65E-07,-0.00097862,0
4.72E-07,0.00071333,0
1.38E-06,0.00064841,3.65E-23
1.98E-06,0.00032875,0
2.36E-06,0.00021878,0
2.65E-06,0.00016886,0
2.89E-06,0.00014032,0
3.09E-06,0.00012179,0
3.28E-06,0.00010876,0
3.45E-06,9.91E-05,1.06E-22
3.61E-06,9.16E-05,-8.45E-25
3.75E-06,8.57E-05,1.03E-22
3.89E-06,8.08E-05,0
4.02E-06,7.67E-05,1.98E-22
4.14E-06,7.31E-05,0
4.25E-06,6.98E-05,-1.91E-22
4.35E-06,6.68E-05,-1.34E-24
4.43E-06,6.38E-05,-3.68E-22
4.48E-06,6.08E-05,0
4.51E-06,5.77E-05,3.55E-22
4.51E-06,5.43E-05,6.99E-22
4.48E-06,5.06E-05,-3.45E-22
4.40E-06,4.65E-05,6.74E-22
4.27E-06,4.19E-05,-3.43E-24
4.06E-06,3.67E-05,0
3.79E-06,3.09E-05,0
3.44E-06,2.44E-05,-2.38E-24
3.02E-06,1.72E-05,6.07E-22
2.54E-06,9.42E-06,5.91E-22
2.03E-06,1.23E-06,0
1.52E-06,-7.12E-06,0
1.03E-06,-1.52E-05,0
5.92E-07,-2.26E-05,2.01E-21
2.20E-07,-2.87E-05,-9.52E-22
-9.77E-08,-3.31E-05,-8.98E-22
-3.89E-07,-3.56E-05,0
-6.87E-07,-3.61E-05,0
-1.02E-06,-3.50E-05,0
-1.38E-06,-3.29E-05,7.02E-22
-1.75E-06,-3.03E-05,0
-2.10E-06,-2.79E-05,0
-2.39E-06,-2.58E-05,0
-2.61E-06,-2.42E-05,5.85E-22
-2.74E-06,-2.32E-05,5.63E-22
-2.78E-06,-2.25E-05,5.48E-22
-2.75E-06,-2.22E-05,0
-2.65E-06,-2.21E-05,-5.17E-22
-2.50E-06,-2.20E-05,0
-2.33E-06,-2.19E-05,-9.94E-22
-2.13E-06,-2.17E-05,0
-1.93E-06,-2.14E-05,0
-1.73E-06,-2.10E-05,0
-1.53E-06,-2.05E-05,0
-1.35E-06,-1.99E-05,0
-1.18E-06,-1.92E-05,0
-1.03E-06,-1.84E-05,0
-8.90E-07,-1.75E-05,-2.38E-22
-7.62E-07,-1.64E-05,0
-6.41E-07,-1.52E-05,1.22E-22
-5.22E-07,-1.37E-05,0
-4.00E-07,-1.18E-05,-1.30E-22
-2.69E-07,-9.44E-06,-1.37E-25
-1.21E-07,-6.40E-06,-1.41E-22
4.78E-08,-2.51E-06,0
2.43E-07,2.34E-06,0
4.52E-07,8.14E-06,0
6.61E-07,1.47E-05,0
8.42E-07,2.14E-05,1.03E-22
9.59E-07,2.74E-05,-1.15E-22
9.85E-07,3.19E-05,6.39E-23
9.05E-07,3.39E-05,-7.14E-23
7.22E-07,3.26E-05,0
4.56E-07,2.74E-05,0
1.37E-07,1.74E-05,-1.94E-22
-2.07E-07,1.11E-06,0
-5.46E-07,-2.52E-05,5.67E-23
-8.57E-07,-7.26E-05,5.97E-23
-1.12E-06,-0.00018417,-6.07E-23
-1.28E-06,-0.0007908,0
-2.65E-07,-0.00097377,0
4.03E-07,0.00071917,0
1.17E-06,0.00065305,-3.68E-23
1.69E-06,0.00033156,0
2.01E-06,0.00022055,0
2.26E-06,0.00017014,0
2.46E-06,0.00014132,0
2.63E-06,0.0001226,-5.47E-23
2.78E-06,0.00010944,-1.09E-22
2.92E-06,9.97E-05,0
3.04E-06,9.22E-05,1.05E-22
3.16E-06,8.61E-05,1.04E-22
3.26E-06,8.12E-05,2.05E-22
3.36E-06,7.70E-05,0
3.45E-06,7.34E-05,1.97E-22
3.52E-06,7.01E-05,0
3.58E-06,6.70E-05,1.89E-22
3.63E-06,6.40E-05,3.72E-22
3.65E-06,6.09E-05,0
3.66E-06,5.77E-05,0
3.64E-06,5.43E-05,-3.51E-22
3.59E-06,5.05E-05,3.45E-22
3.51E-06,4.64E-05,0
3.38E-06,4.17E-05,6.65E-22
3.20E-06,3.64E-05,-6.55E-22
2.96E-06,3.05E-05,0
2.67E-06,2.39E-05,1.25E-21
2.33E-06,1.67E-05,-6.10E-22
1.95E-06,8.92E-06,-1.18E-21
1.55E-06,7.34E-07,0
1.15E-06,-7.58E-06,0
7.85E-07,-1.56E-05,0
4.62E-07,-2.30E-05,-1.01E-21
1.85E-07,-2.90E-05,0
-5.76E-08,-3.34E-05,8.98E-22
-2.98E-07,-3.58E-05,0
-5.64E-07,-3.64E-05,7.92E-22
-8.76E-07,-3.53E-05,0
-1.23E-06,-3.32E-05,-1.40E-21
-1.60E-06,-3.07E-05,0
-1.96E-06,-2.82E-05,6.31E-22
-2.26E-06,-2.60E-05,6.03E-22
-2.49E-06,-2.44E-05,-5.80E-22
-2.63E-06,-2.33E-05,-5.63E-22
-2.69E-06,-2.26E-05,5.43E-22
-2.67E-06,-2.22E-05,0
-2.59E-06,-2.19E-05,5.17E-22
-2.45E-06,-2.18E-05,5.03E-22
-2.29E-06,-2.17E-05,4.96E-22
-2.10E-06,-2.15E-05,0
-1.91E-06,-2.12E-05,-2.39E-22
-1.72E-06,-2.08E-05,0
-1.53E-06,-2.03E-05,0
-1.35E-06,-1.97E-05,2.33E-22
-1.18E-06,-1.90E-05,0
-1.03E-06,-1.82E-05,0
-8.95E-07,-1.73E-05,0
-7.67E-07,-1.62E-05,0
-6.47E-07,-1.50E-05,-1.22E-22
-5.26E-07,-1.35E-05,1.25E-22
-4.03E-07,-1.16E-05,0
-2.69E-07,-9.18E-06,-1.35E-22
-1.17E-07,-6.09E-06,0
5.62E-08,-2.14E-06,0
2.51E-07,2.78E-06,7.99E-23
4.61E-07,8.62E-06,0
6.66E-07,1.51E-05,9.44E-23
8.38E-07,2.17E-05,0
9.43E-07,2.76E-05,0
9.55E-07,3.18E-05,0
8.61E-07,3.34E-05,0
6.69E-07,3.18E-05,-7.98E-23
4.00E-07,2.62E-05,0
8.10E-08,1.60E-05,9.69E-23
-2.56E-07,-3.83E-07,0
-5.84E-07,-2.68E-05,-5.65E-23
-8.83E-07,-7.41E-05,-1.64E-25
-1.13E-06,-0.00018529,6.07E-23
-1.27E-06,-0.00078807,0
-2.65E-07,-0.00096893,0
3.38E-07,0.00072408,-4.63E-24
9.71E-07,0.00065696,-1.05E-25
1.42E-06,0.00033398,-2.37E-23
1.69E-06,0.00022205,0
1.90E-06,0.00017121,-5.41E-23
2.06E-06,0.00014214,-5.49E-23
2.20E-06,0.00012326,5.47E-23
2.32E-06,0.00010999,2.18E-22
2.43E-06,0.00010014,1.08E-22
2.52E-06,9.25E-05,0
2.61E-06,8.65E-05,-1.04E-22
2.68E-06,8.15E-05,-3.08E-22
2.75E-06,7.73E-05,0
2.80E-06,7.36E-05,-1.97E-22
2.84E-06,7.02E-05,1.94E-22
2.87E-06,6.71E-05,0
2.89E-06,6.40E-05,-3.72E-22
2.89E-06,6.09E-05,3.67E-22
2.87E-06,5.77E-05,0
2.83E-06,5.42E-05,-3.54E-22
2.77E-06,5.04E-05,3.48E-22
2.68E-06,4.62E-05,0
2.56E-06,4.15E-05,0
2.40E-06,3.62E-05,6.55E-22
2.19E-06,3.02E-05,0
1.95E-06,2.36E-05,-6.26E-22
1.68E-06,1.63E-05,1.22E-21
1.38E-06,8.54E-06,5.93E-22
1.08E-06,3.61E-07,0
7.94E-07,-7.92E-06,0
5.35E-07,-1.59E-05,0
3.15E-07,-2.32E-05,1.01E-21
1.31E-07,-2.92E-05,0
-3.92E-08,-3.36E-05,-8.98E-22
-2.25E-07,-3.61E-05,0
-4.56E-07,-3.66E-05,-4.62E-25
-7.47E-07,-3.56E-05,-7.43E-22
-1.09E-06,-3.36E-05,7.01E-22
-1.46E-06,-3.10E-05,0
-1.82E-06,-2.85E-05,-6.31E-22
-2.13E-06,-2.63E-05,-6.03E-22
-2.37E-06,-2.46E-05,5.80E-22
-2.53E-06,-2.34E-05,0
-2.60E-06,-2.26E-05,-2.63E-24
-2.59E-06,-2.21E-05,0
-2.52E-06,-2.19E-05,-5.12E-22
-2.40E-06,-2.17E-05,-5.03E-22
-2.25E-06,-2.15E-05,0
-2.08E-06,-2.13E-05,2.41E-22
-1.89E-06,-2.10E-05,1.11E-24
-1.70E-06,-2.06E-05,2.35E-22
-1.52E-06,-2.01E-05,2.33E-22
-1.35E-06,-1.95E-05,-2.33E-22
-1.19E-06,-1.88E-05,0
-1.04E-06,-1.80E-05,0
-9.00E-07,-1.71E-05,0
-7.73E-07,-1.61E-05,0
-6.52E-07,-1.48E-05,0
-5.30E-07,-1.33E-05,-1.25E-22
-4.04E-07,-1.14E-05,0
-2.67E-07,-8.92E-06,-1.34E-22
-1.13E-07,-5.78E-06,0
